Sample in Buffer,Sample in Window,TRIGGER,l_in[23:0],l_data_tx[23:0],r_in[23:0],r_data_tx[23:0],sample_ok
119,119,0,4840843,4706208,4888395,4752816,1
120,120,0,4820828,4706208,4888395,4752632,1
121,121,0,4820828,4703434,4867744,4752632,1
122,122,0,4885975,4703434,4867744,4749815,1
123,123,0,4885975,4705822,4934174,4749815,1
124,124,0,4434383,4705822,4934174,4752195,1
125,125,0,4434383,4705987,4478377,4752195,1
126,126,0,4666973,4705987,4478377,4752353,1
127,127,0,4666973,4689838,4713091,4752353,1
128,128,0,4905040,4689838,4713091,4736086,1
129,129,0,4905040,4677527,4953276,4736086,1
130,130,0,4731615,4677527,4953276,4723678,1
131,131,0,4731615,4706356,4778731,4723678,1
132,132,0,4790994,4706356,4778731,4752743,1
133,133,0,4790994,4713929,4838167,4752743,1
134,134,0,4764543,4713929,4838167,4760425,1
135,135,0,4764543,4720289,4811146,4760425,1
136,136,0,4857887,4720289,4811146,4766831,1
137,137,0,4857887,4750614,4905605,4766831,1
138,138,0,4766114,4750614,4905605,4797446,1
139,139,0,4766114,4754269,4813287,4797446,1
140,140,0,4873314,4754269,4813287,4801144,1
141,141,0,4873314,4750560,4921250,4801144,1
142,142,0,4699738,4750560,4921250,4797426,1
143,143,0,4699738,4751151,4745903,4797426,1
144,144,0,4823743,4751151,4745903,4798016,1
145,145,0,4823743,4751456,4871417,4798016,1
146,146,0,4713662,4751456,4871417,4798298,1
147,147,0,4713662,4757689,4760211,4798298,1
148,148,0,4814636,4757689,4760211,4804590,1
149,149,0,4814636,4753587,4862038,4804590,1
150,150,0,4781134,4753587,4862038,4800441,1
151,151,0,4781134,4752994,4828568,4800441,1
152,152,0,4821146,4752994,4828568,4799838,1
153,153,0,4821146,4749589,4868697,4799838,1
154,154,0,4372438,4749589,4868697,4796419,1
155,155,0,4372438,4755629,4415591,4796419,1
156,156,0,4096190,4755629,4415591,4802530,1
157,157,0,4096190,4740249,4136848,4802530,1
158,158,0,4808798,4740249,4136848,4786970,1
159,159,0,4808798,4704610,4856059,4786970,1
160,160,0,4285153,4704610,4856059,4750994,1
161,161,0,4285153,4703014,4327984,4750994,1
162,162,0,4430917,4703014,4327984,4749383,1
163,163,0,4430917,4676335,4474898,4749383,1
164,164,0,4813171,4676335,4474898,4722501,1
165,165,0,4813171,4653671,4860745,4722501,1
166,166,0,4808225,4653671,4860745,4699627,1
167,167,0,4808225,4672536,4855853,4699627,1
168,168,0,4398089,4672536,4855853,4718671,1
169,169,0,4398089,4679571,4441353,4718671,1
170,170,0,4617474,4679571,4441353,4725781,1
171,171,0,4617474,4654323,4662878,4725781,1
172,172,0,4897138,4654323,4662878,4700285,1
173,173,0,4897138,4648638,4945648,4700285,1
174,174,0,4610059,4648638,4945648,4694515,1
175,175,0,4610059,4653924,4655537,4694515,1
176,176,0,4812140,4653924,4655537,4699868,1
177,177,0,4812140,4646230,4859644,4699868,1
178,178,0,4751672,4646230,4859644,4692118,1
179,179,0,4751672,4643952,4798450,4692118,1
180,180,0,4835847,4643952,4798450,4689828,1
181,181,0,4835847,4643233,4883356,4689828,1
182,182,0,4743226,4643233,4883356,4689090,1
183,183,0,4743226,4641367,4790223,4689090,1
184,184,0,4793459,4641367,4790223,4687202,1
185,185,0,4793459,4643532,4840810,4687202,1
186,186,0,4784067,4643532,4840810,4689410,1
187,187,0,4784067,4642024,4830704,4689410,1
188,188,0,4742802,4642024,4830704,4687885,1
189,189,0,4742802,4645531,4790058,4687885,1
190,190,0,4669085,4645531,4790058,4691396,1
191,191,0,4669085,4641953,4715511,4691396,1
192,192,0,4444868,4641953,4715511,4687811,1
193,193,0,4444868,4636372,4489014,4687811,1
194,194,0,3957755,4636372,4489014,4682180,1
195,195,0,3957755,4617632,3997181,4682180,1
196,196,0,4612778,4617632,3997181,4663270,1
197,197,0,4612778,4596979,4657810,4663270,1
198,198,0,4715004,4596979,4657810,4642432,1
199,199,0,4715004,4622707,4761865,4642432,1
200,200,0,4670766,4622707,4761865,4668378,1
201,201,0,4670766,4618036,4716710,4668378,1
202,202,0,4771007,4618036,4716710,4663687,1
203,203,0,4771007,4637241,4818129,4663687,1
204,204,0,4719013,4637241,4818129,4683047,1
205,205,0,4719013,4654179,4765672,4683047,1
206,206,0,4671090,4654179,4765672,4700142,1
207,207,0,4671090,4649490,4717332,4700142,1
208,208,0,4679601,4649490,4717332,4695406,1
209,209,0,4679601,4642660,4725584,4695406,1
210,210,0,4688506,4642660,4725584,4688507,1
211,211,0,4688506,4656681,4735397,4688507,1
212,212,0,4643761,4656681,4735397,4702663,1
213,213,0,4643761,4660218,4689980,4702663,1
214,214,0,4890607,4660218,4689980,4706275,1
215,215,0,4890607,4647599,4939093,4706275,1
216,216,0,4427856,4647599,4939093,4693542,1
217,217,0,4427856,4661572,4471660,4693542,1
218,218,0,4424001,4661572,4471660,4707664,1
219,219,0,4424001,4642432,4467859,4707664,1
220,220,0,4344118,4642432,4467859,4688341,1
221,221,0,4344118,4626113,4387348,4688341,1
222,222,0,4392274,4626113,4387348,4671876,1
223,223,0,4392274,4601622,4436188,4671876,1
224,224,0,4276147,4601622,4436188,4647172,1
225,225,0,4276147,4584143,4318272,4647172,1
226,226,0,4686982,4584143,4318272,4629540,1
227,227,0,4686982,4558379,4732894,4629540,1
228,228,0,4686943,4558379,4732894,4603515,1
229,229,0,4686943,4553544,4733354,4603515,1
230,230,0,4494723,4553544,4733354,4598643,1
231,231,0,4494723,4550761,4538870,4598643,1
232,232,0,4399693,4550761,4538870,4595819,1
233,233,0,4399693,4542077,4443252,4595819,1
234,234,0,4391048,4542077,4443252,4587022,1
235,235,0,4391048,4539828,4434532,4587022,1
236,236,0,4751983,4539828,4434532,4584743,1
237,237,0,4751983,4561408,4799371,4584743,1
238,238,0,4600601,4561408,4799371,4606525,1
239,239,0,4600601,4568341,4646160,4606525,1
240,240,0,4724827,4568341,4646160,4613575,1
241,241,0,4724827,4562643,4771571,4613575,1
242,242,0,4778029,4562643,4771571,4607812,1
243,243,0,4778029,4565335,4825769,4607812,1
244,244,0,4439941,4565335,4825769,4610545,1
245,245,0,4439941,4565685,4484116,4610545,1
246,246,0,4631899,4565685,4484116,4610925,1
247,247,0,4631899,4551786,4677618,4610925,1
248,248,0,4778786,4551786,4677618,4596903,1
249,249,0,4778786,4549834,4826373,4596903,1
250,250,0,4749680,4549834,4826373,4594925,1
251,251,0,4749680,4554774,4796616,4594925,1
252,252,0,4492883,4554774,4796616,4599944,1
253,253,0,4492883,4557821,4537461,4599944,1
254,254,0,4662636,4557821,4537461,4602993,1
255,255,0,4662636,4550306,4709000,4602993,1
256,256,0,4491727,4550306,4709000,4595397,1
257,257,0,4491727,4538952,4536286,4595397,1
258,258,0,4568467,4538952,4536286,4583937,1
259,259,0,4568467,4542133,4613811,4583937,1
260,260,0,4844664,4542133,4613811,4587156,1
261,261,0,4844664,4549328,4892675,4587156,1
262,262,0,4666292,4549328,4892675,4594425,1
263,263,0,4666292,4574258,4712447,4594425,1
264,264,0,4631840,4574258,4712447,4619593,1
265,265,0,4631840,4587905,4677931,4619593,1
266,266,0,4472050,4587905,4677931,4633352,1
267,267,0,4472050,4605620,4516920,4633352,1
268,268,0,4820838,4605620,4516920,4651265,1
269,269,0,4820838,4594916,4868328,4651265,1
270,270,0,4298075,4594916,4868328,4640508,1
271,271,0,4298075,4601584,4341100,4640508,1
272,272,0,4623022,4601584,4341100,4647230,1
273,273,0,4623022,4591790,4668413,4647230,1
274,274,0,4813180,4591790,4668413,4637381,1
275,275,0,4813180,4602913,4860746,4637381,1
276,276,0,4414924,4602913,4860746,4648595,1
277,277,0,4414924,4623937,4459025,4648595,1
278,278,0,4574350,4623937,4459025,4669822,1
279,279,0,4574350,4607150,4619861,4669822,1
280,280,0,4743771,4607150,4619861,4652871,1
281,281,0,4743771,4605843,4790701,4652871,1
282,282,0,4709627,4605843,4790701,4651561,1
283,283,0,4709627,4606786,4756213,4651561,1
284,284,0,4704407,4606786,4756213,4652514,1
285,285,0,4704407,4603380,4751015,4652514,1
286,286,0,4777035,4603380,4751015,4649050,1
287,287,0,4777035,4616551,4824718,4649050,1
288,288,0,4410349,4616551,4824718,4662343,1
289,289,0,4410349,4623780,4454585,4662343,1
290,290,0,4589904,4623780,4454585,4669669,1
291,291,0,4589904,4605430,4634925,4669669,1
292,292,0,4784299,4605430,4634925,4651152,1
293,293,0,4784299,4597472,4831771,4651152,1
294,294,0,4694101,4597472,4831771,4643099,1
295,295,0,4694101,4611986,4740777,4643099,1
296,296,0,4675077,4611986,4740777,4657757,1
297,297,0,4675077,4613553,4721657,4657757,1
298,298,0,4336914,4613553,4721657,4659340,1
299,299,0,4336914,4622685,4380093,4659340,1
300,300,0,4664943,4622685,4380093,4668572,1
301,301,0,4664943,4611152,4710814,4668572,1
302,302,0,4708027,4611152,4710814,4656932,1
303,303,0,4708027,4602202,4754765,4656932,1
304,304,0,4780160,4602202,4754765,4647875,1
305,305,0,4780160,4604280,4828101,4647875,1
306,306,0,4151045,4604280,4828101,4649982,1
307,307,0,4151045,4611667,4193085,4649982,1
308,308,0,4493202,4611667,4193085,4657461,1
309,309,0,4493202,4595680,4537720,4657461,1
310,310,0,4822701,4595680,4537720,4641333,1
311,311,0,4822701,4579362,4870172,4641333,1
312,312,0,4462643,4579362,4870172,4624867,1
313,313,0,4462643,4605491,4506977,4624867,1
314,314,0,4492365,4605491,4506977,4651217,1
315,315,0,4492365,4597503,4537434,4651217,1
316,316,0,4418191,4597503,4537434,4643177,1
317,317,0,4418191,4581525,4462457,4643177,1
318,318,0,4505825,4581525,4462457,4627075,1
319,319,0,4505825,4581688,4550639,4627075,1
320,320,0,4242252,4581688,4550639,4627245,1
321,321,0,4242252,4578275,4284387,4627245,1
322,322,0,4655486,4578275,4284387,4623798,1
323,323,0,4655486,4553297,4701628,4623798,1
324,324,0,4696050,4553297,4701628,4598581,1
325,325,0,4696050,4550600,4742714,4598581,1
326,326,0,4637526,4550600,4742714,4595863,1
327,327,0,4637526,4550184,4683306,4595863,1
328,328,0,4356089,4550184,4683306,4595449,1
329,329,0,4356089,4543236,4398939,4595449,1
330,330,0,4499843,4543236,4398939,4588406,1
331,331,0,4499843,4540533,4544562,4588406,1
332,332,0,4699689,4540533,4544562,4585635,1
333,333,0,4699689,4536048,4745949,4585635,1
334,334,0,4658386,4536048,4745949,4581134,1
335,335,0,4658386,4531834,4704077,4581134,1
336,336,0,4722572,4531834,4704077,4576860,1
337,337,0,4722572,4530055,4769626,4576860,1
338,338,0,4666036,4530055,4769626,4575032,1
339,339,0,4666036,4532421,4712254,4575032,1
340,340,0,4376491,4532421,4712254,4577421,1
341,341,0,4376491,4548813,4420120,4577421,1
342,342,0,4551635,4548813,4420120,4593964,1
343,343,0,4551635,4534446,4597087,4593964,1
344,344,0,4744845,4534446,4597087,4579486,1
345,345,0,4744845,4526657,4791733,4579486,1
346,346,0,4642184,4526657,4791733,4571633,1
347,347,0,4642184,4524898,4688528,4571633,1
348,348,0,4463075,4524898,4688528,4569822,1
349,349,0,4463075,4549359,4506801,4569822,1
350,350,0,4462149,4549359,4506801,4594497,1
351,351,0,4462149,4547859,4505993,4594497,1
352,352,0,4514715,4547859,4505993,4592957,1
353,353,0,4514715,4529902,4559599,4592957,1
354,354,0,4567952,4529902,4559599,4574820,1
355,355,0,4567952,4532495,4612825,4574820,1
356,356,0,4681132,4532495,4612825,4577440,1
357,357,0,4681132,4536260,4727553,4577440,1
358,358,0,4667379,4536260,4727553,4581195,1
359,359,0,4667379,4549355,4713809,4581195,1
360,360,0,4264618,4549355,4713809,4594398,1
361,361,0,4264618,4557402,4307346,4594398,1
362,362,0,4244498,4557402,4307346,4602525,1
363,363,0,4244498,4558516,4287261,4602525,1
364,364,0,4236257,4558516,4287261,4603668,1
365,365,0,4236257,4538046,4278252,4603668,1
366,366,0,4244204,4538046,4278252,4583031,1
367,367,0,4244204,4515147,4285936,4583031,1
368,368,0,4738499,4515147,4285936,4559899,1
369,369,0,4738499,4495557,4785716,4559899,1
370,370,0,4588422,4495557,4785716,4540108,1
371,371,0,4588422,4514603,4633882,4540108,1
372,372,0,4592128,4514603,4633882,4559371,1
373,373,0,4592128,4519015,4637522,4559371,1
374,374,0,4556039,4519015,4637522,4563820,1
375,375,0,4556039,4513658,4600760,4563820,1
376,376,0,4715564,4513658,4600760,4558419,1
377,377,0,4715564,4508560,4762435,4558419,1
378,378,0,4589198,4508560,4762435,4553274,1
379,379,0,4589198,4508211,4634727,4553274,1
380,380,0,4696485,4508211,4634727,4552916,1
381,381,0,4696485,4504384,4742992,4552916,1
382,382,0,4617409,4504384,4742992,4549054,1
383,383,0,4617409,4520322,4663342,4549054,1
384,384,0,4672787,4520322,4663342,4565135,1
385,385,0,4672787,4523598,4719037,4565135,1
386,386,0,4649733,4523598,4719037,4568435,1
387,387,0,4649733,4520009,4695887,4568435,1
388,388,0,4639653,4520009,4695887,4564814,1
389,389,0,4639653,4520385,4685456,4564814,1
390,390,0,4632820,4520385,4685456,4565181,1
391,391,0,4632820,4529179,4678918,4565181,1
392,392,0,4674414,4529179,4678918,4574078,1
393,393,0,4674414,4537679,4721110,4574078,1
394,394,0,4547734,4537679,4721110,4582691,1
395,395,0,4547734,4545633,4593240,4582691,1
396,396,0,4449334,4545633,4593240,4590735,1
397,397,0,4449334,4544626,4493606,4590735,1
398,398,0,4428605,4544626,4493606,4589759,1
399,399,0,4428605,4533081,4472964,4589759,1
400,400,0,4421195,4533081,4472964,4578108,1
401,401,0,4421195,4521189,4465627,4578108,1
402,402,0,4628008,4521189,4465627,4566113,1
403,403,0,4628008,4528988,4674118,4566113,1
404,404,0,4686083,4528988,4674118,4573996,1
405,405,0,4686083,4548088,4732710,4573996,1
406,406,0,4412004,4548088,4732710,4593263,1
407,407,0,4412004,4570492,4455957,4593263,1
408,408,0,4607399,4570492,4455957,4615897,1
409,409,0,4607399,4578849,4652888,4615897,1
410,410,0,4635241,4578849,4652888,4624365,1
411,411,0,4635241,4572320,4681172,4624365,1
412,412,0,4726453,4572320,4681172,4617750,1
413,413,0,4726453,4574651,4773590,4617750,1
414,414,0,3791201,4574651,4773590,4620105,1
415,415,0,3791201,4581341,3829885,4620105,1
416,416,0,4246859,4581341,3829885,4626882,1
417,417,0,4246859,4543249,4288570,4626882,1
418,418,0,4861261,4543249,4288570,4588488,1
419,419,0,4861261,4519905,4909491,4588488,1
420,420,0,4025504,4519905,4909491,4564888,1
421,421,0,4025504,4533455,4065461,4564888,1
422,422,0,4569064,4533455,4065461,4578572,1
423,423,0,4569064,4500037,4614278,4578572,1
424,424,0,4303775,4500037,4614278,4544828,1
425,425,0,4303775,4497629,4346481,4544828,1
426,426,0,4541416,4497629,4346481,4542384,1
427,427,0,4541416,4479251,4586586,4542384,1
428,428,0,4376320,4479251,4586586,4523829,1
429,429,0,4376320,4473856,4419831,4523829,1
430,430,0,4391341,4473856,4419831,4518386,1
431,431,0,4391341,4460741,4434475,4518386,1
432,432,0,4483295,4460741,4434475,4505156,1
433,433,0,4483295,4448714,4527712,4505156,1
434,434,0,4558277,4448714,4527712,4492982,1
435,435,0,4558277,4439195,4603755,4492982,1
436,436,0,4317492,4439195,4603755,4483350,1
437,437,0,4317492,4439721,4360549,4483350,1
438,438,0,4488455,4439721,4360549,4483874,1
439,439,0,4488455,4433154,4533055,4483874,1
440,440,0,4341726,4433154,4533055,4477247,1
441,441,0,4341726,4436135,4385117,4477247,1
442,442,0,4427246,4436135,4385117,4480239,1
443,443,0,4427246,4432177,4471753,4480239,1
444,444,0,4258829,4432177,4471753,4476230,1
445,445,0,4258829,4422178,4301143,4476230,1
446,446,0,4310959,4422178,4301143,4466151,1
447,447,0,4310959,4400899,4353285,4466151,1
448,448,0,4763661,4400899,4353285,4444657,1
449,449,0,4763661,4395866,4810979,4444657,1
450,450,0,4495078,4395866,4810979,4439543,1
451,451,0,4495078,4403649,4539704,4439543,1
452,452,0,4295704,4403649,4539704,4447417,1
453,453,0,4295704,4396668,4338464,4447417,1
454,454,0,4344258,4396668,4338464,4440371,1
455,455,0,4344258,4375215,4387581,4440371,1
456,456,0,4691607,4375215,4387581,4418700,1
457,457,0,4691607,4402760,4738161,4418700,1
458,458,0,4429267,4402760,4738161,4446476,1
459,459,0,4429267,4424910,4473315,4446476,1
460,460,0,4761934,4424910,4473315,4468868,1
461,461,0,4761934,4403395,4809031,4468868,1
462,462,0,4492330,4403395,4809031,4447144,1
463,463,0,4492330,4440073,4536666,4447144,1
464,464,0,4721941,4440073,4536666,4484177,1
465,465,0,4721941,4436251,4769195,4484177,1
466,466,0,4332735,4436251,4769195,4480312,1
467,467,0,4332735,4457078,4376227,4480312,1
468,468,0,4366262,4457078,4376227,4501365,1
469,469,0,4366262,4446684,4409723,4501365,1
470,470,0,3974208,4446684,4409723,4490888,1
471,471,0,3974208,4446183,4014032,4490888,1
472,472,0,3981667,4446183,4014032,4490385,1
473,473,0,3981667,4425408,4021751,4490385,1
474,474,0,4475479,4425408,4021751,4469445,1
475,475,0,4475479,4400425,4520394,4469445,1
476,476,0,4446247,4400425,4520394,4444245,1
477,477,0,4446247,4396301,4490938,4444245,1
478,478,0,4534220,4396301,4490938,4440094,1
479,479,0,4534220,4402714,4579988,4440094,1
480,480,0,4649259,4402714,4579988,4446588,1
481,481,0,4649259,4404993,4694881,4446588,1
482,482,0,4319442,4404993,4694881,4448925,1
483,483,0,4319442,4420310,4363010,4448925,1
484,484,0,4494100,4420310,4363010,4464353,1
485,485,0,4494100,4414940,4538811,4464353,1
486,486,0,4599515,4414940,4538811,4458937,1
487,487,0,4599515,4426658,4645449,4458937,1
488,488,0,4551501,4426658,4645449,4470774,1
489,489,0,4551501,4441029,4596997,4470774,1
490,490,0,4016846,4441029,4596997,4485325,1
491,491,0,4016846,4430463,4057435,4485325,1
492,492,0,4381882,4430463,4057435,4474668,1
493,493,0,4381882,4406645,4425346,4474668,1
494,494,0,4684247,4406645,4425346,4450648,1
495,495,0,4684247,4410937,4731169,4450648,1
496,496,0,4484968,4410937,4731169,4454976,1
497,497,0,4484968,4427870,4529955,4454976,1
498,498,0,4633719,4427870,4529955,4472088,1
499,499,0,4633719,4417578,4680164,4472088,1
500,500,0,4570293,4417578,4680164,4461718,1
501,501,0,4570293,4427761,4615643,4461718,1
502,502,0,4283720,4427761,4615643,4472020,1
503,503,0,4283720,4418216,4326484,4472020,1
504,504,0,4392365,4418216,4326484,4462389,1
505,505,0,4392365,4407826,4436206,4462389,1
506,506,0,4725158,4407826,4436206,4451921,1
507,507,0,4725158,4391412,4771894,4451921,1
508,508,0,4217407,4391412,4771894,4435336,1
509,509,0,4217407,4410957,4259015,4435336,1
510,510,0,4540543,4410957,4259015,4455042,1
511,511,0,4540543,4403543,4585472,4455042,1
512,512,0,4586936,4403543,4585472,4447536,1
513,513,0,4586936,4431749,4632823,4447536,1
514,514,0,4560409,4431749,4632823,4475997,1
515,515,0,4560409,4461894,4605951,4475997,1
516,516,0,4582685,4461894,4605951,4506431,1
517,517,0,4582685,4466124,4628121,4506431,1
518,518,0,4373290,4466124,4628121,4510692,1
519,519,0,4373290,4472919,4417156,4510692,1
520,520,0,4475177,4472919,4417156,4517524,1
521,521,0,4475177,4464904,4519571,4517524,1
522,522,0,4616797,4464904,4519571,4509415,1
523,523,0,4616797,4456234,4662881,4509415,1
524,524,0,4328247,4456234,4662881,4500683,1
525,525,0,4328247,4471044,4371381,4500683,1
526,526,0,4538732,4471044,4371381,4515618,1
527,527,0,4538732,4462784,4583991,4515618,1
528,528,0,4422328,4462784,4583991,4507280,1
529,529,0,4422328,4459756,4466218,4507280,1
530,530,0,4474613,4459756,4466218,4504219,1
531,531,0,4474613,4453323,4519010,4504219,1
532,532,0,4634025,4453323,4519010,4497705,1
533,533,0,4634025,4476122,4680309,4497705,1
534,534,0,4283125,4476122,4680309,4520694,1
535,535,0,4283125,4488680,4325978,4520694,1
536,536,0,4490635,4488680,4325978,4533392,1
537,537,0,4490635,4468702,4535370,4533392,1
538,538,0,4574442,4468702,4535370,4513212,1
539,539,0,4574442,4468984,4620420,4513212,1
540,540,0,4546261,4468984,4620420,4513481,1
541,541,0,4546261,4466032,4591102,4513481,1
542,542,0,4530330,4466032,4591102,4510506,1
543,543,0,4530330,4464835,4575567,4510506,1
544,544,0,4526347,4464835,4575567,4509284,1
545,545,0,4526347,4477117,4571208,4509284,1
546,546,0,4557083,4477117,4571208,4521689,1
547,547,0,4557083,4483790,4602536,4521689,1
548,548,0,4533799,4483790,4602536,4528413,1
549,549,0,4533799,4475419,4578734,4528413,1
550,550,0,4569090,4475419,4578734,4519978,1
551,551,0,4569090,4491177,4614330,4519978,1
552,552,0,4458765,4491177,4614330,4535902,1
553,553,0,4458765,4492599,4503276,4535902,1
554,554,0,4355445,4492599,4503276,4537339,1
555,555,0,4355445,4486215,4399615,4537339,1
556,556,0,4518695,4486215,4399615,4530887,1
557,557,0,4518695,4476007,4563418,4530887,1
558,558,0,4512579,4476007,4563418,4520610,1
559,559,0,4512579,4472820,4557700,4520610,1
560,560,0,4508875,4472820,4557700,4517388,1
561,561,0,4508875,4479758,4553882,4517388,1
562,562,0,4534607,4479758,4553882,4524388,1
563,563,0,4534607,4481436,4580015,4524388,1
564,564,0,4504672,4481436,4580015,4526096,1
565,565,0,4504672,4477342,4549378,4526096,1
566,566,0,4584381,4477342,4549378,4521969,1
567,567,0,4584381,4486129,4630466,4521969,1
568,568,0,4274546,4486129,4630466,4530834,1
569,569,0,4274546,4488403,4317965,4530834,1
570,570,0,4463784,4488403,4317965,4533149,1
571,571,0,4463784,4481043,4508338,4533149,1
572,572,0,4534889,4481043,4508338,4525765,1
573,573,0,4534889,4480503,4580026,4525765,1
574,574,0,4497556,4480503,4580026,4525234,1
