Sample in Buffer,Sample in Window,TRIGGER,l_in[23:0],l_data_tx[23:0],r_in[23:0],r_data_tx[23:0],sample_ok
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX
0,0,1,3752272,3637375,3792111,3673007,1
1,1,0,3578638,3637375,3792111,3676396,1
2,2,0,3578638,3675728,3616944,3676396,1
3,3,0,3135652,3675728,3616944,3714964,1
4,4,0,3135652,3681619,3169659,3714964,1
5,5,0,3242693,3681619,3169659,3720880,1
6,6,0,3242693,3528066,3277761,3720880,1
7,7,0,3704542,3528066,3277761,3565738,1
8,8,0,3704542,3427313,3744108,3565738,1
9,9,0,3600687,3427313,3744108,3464118,1
10,10,0,3600687,3415381,3639379,3464118,1
11,11,0,3671880,3415381,3639379,3452118,1
12,12,0,3671880,3420893,3711161,3452118,1
13,13,0,3609160,3420893,3711161,3457726,1
14,14,0,3609160,3554950,3647754,3457726,1
15,15,0,3640014,3554950,3647754,3593102,1
16,16,0,3640014,3646567,3678923,3593102,1
17,17,0,3560654,3646567,3678923,3685600,1
18,18,0,3560654,3630435,3598982,3685600,1
19,19,0,3622382,3630435,3598982,3669304,1
20,20,0,3622382,3620427,3660970,3669304,1
21,21,0,3525437,3620427,3660970,3659205,1
22,22,0,3525437,3608052,3563159,3659205,1
23,23,0,3636269,3608052,3563159,3646657,1
24,24,0,3636269,3587121,3675195,3646657,1
25,25,0,3530227,3587121,3675195,3625508,1
26,26,0,3530227,3586185,3568101,3625508,1
27,27,0,3433173,3586185,3568101,3624576,1
28,28,0,3433173,3578578,3470107,3624576,1
29,29,0,3564847,3578578,3470107,3616856,1
30,30,0,3564847,3531276,3602925,3616856,1
31,31,0,3582977,3531276,3602925,3569140,1
32,32,0,3582977,3541129,3621439,3569140,1
33,33,0,3532737,3541129,3621439,3579082,1
34,34,0,3532737,3527806,3570845,3579082,1
35,35,0,3558945,3527806,3570845,3565643,1
36,36,0,3558945,3528433,3597173,3565643,1
37,37,0,3599476,3528433,3597173,3566329,1
38,38,0,3599476,3559876,3637942,3566329,1
39,39,0,3834284,3559876,3637942,3598095,1
40,40,0,3834284,3568533,3874857,3598095,1
41,41,0,3135487,3568533,3874857,3606849,1
42,42,0,3135487,3631360,3169867,3606849,1
43,43,0,3597161,3631360,3169867,3670204,1
44,44,0,3597161,3532048,3635158,3670204,1
45,45,0,2966744,3532048,3635158,3569959,1
46,46,0,2966744,3541602,3000063,3569959,1
47,47,0,4279574,3541602,3000063,3579456,1
48,48,0,4279574,3383419,4323367,3579456,1
49,49,0,2924297,3383419,4323367,3419986,1
50,50,0,2924297,3494741,2958987,3419986,1
51,51,0,-3222651,3494741,2958987,3532113,1
52,52,0,-3222651,3441944,-3247493,3532113,1
53,53,0,-2461643,3441944,-3247493,3479393,1
54,54,0,-2461643,1736991,-2480869,3479393,1
55,55,0,-2950467,1736991,-2480869,1758731,1
56,56,0,-2950467,379894,-2973400,1758731,1
57,57,0,-2699403,379894,-2973400,388498,1
58,58,0,-2699403,-1427616,-2720526,388498,1
59,59,0,-3494584,-1427616,-2720526,-1435694,1
60,60,0,-3494584,-2833541,-3522391,-1435694,1
61,61,0,-2748577,-2833541,-3522391,-2855572,1
62,62,0,-2748577,-2901525,-2770052,-2855572,1
63,63,0,-2755333,-2901525,-2770052,-2924297,1
64,64,0,-2755333,-2973258,-2775987,-2924297,1
65,65,0,-3848146,-2973258,-2775987,-2996593,1
66,66,0,-3848146,-2924475,-3880228,-2996593,1
67,67,0,-2885316,-2924475,-3880228,-2947239,1
68,68,0,-2885316,-3211660,-2908239,-2947239,1
69,69,0,-2727024,-3211660,-2908239,-3237165,1
70,70,0,-2727024,-3059343,-2748037,-3237165,1
71,71,0,-2595672,-3059343,-2748037,-3083627,1
72,72,0,-2595672,-3053955,-2615404,-3083627,1
73,73,0,-3090763,-3053955,-2615404,-3078123,1
74,74,0,-3090763,-3014040,-3115262,-3078123,1
75,75,0,-2560190,-3014040,-3115262,-3037977,1
76,76,0,-2560190,-2824694,-2579729,-3037977,1
77,77,0,-3432536,-2824694,-2579729,-2846736,1
78,78,0,-3432536,-2743413,-3459723,-2846736,1
79,79,0,-2846205,-2743413,-3459723,-2764608,1
80,80,0,-2846205,-2919791,-2868502,-2764608,1
81,81,0,-3125224,-2919791,-2868502,-2942530,1
82,82,0,-3125224,-2982424,-3150114,-2942530,1
83,83,0,-2668566,-2982424,-3150114,-3005804,1
84,84,0,-2668566,-2991039,-2689551,-3005804,1
85,85,0,-2533880,-2991039,-2689551,-3014517,1
86,86,0,-2533880,-3018133,-2553015,-3014517,1
87,87,0,-3419385,-3018133,-2553015,-3041973,1
88,88,0,-3419385,-2793469,-3447188,-3041973,1
89,89,0,-2968575,-2793469,-3447188,-2815296,1
90,90,0,-2968575,-2936764,-2991892,-2815296,1
91,91,0,-3678335,-2936764,-2991892,-2959967,1
92,92,0,-3678335,-2897602,-3707863,-2959967,1
93,93,0,-3216918,-2897602,-3707863,-2920412,1
94,94,0,-3216918,-3150044,-3242787,-2920412,1
95,95,0,-3140804,-3150044,-3242787,-3174990,1
96,96,0,-3140804,-3320804,-3165471,-3174990,1
97,97,0,-3732450,-3320804,-3165471,-3347433,1
98,98,0,-3732450,-3251158,-3763700,-3347433,1
99,99,0,-2903500,-3251158,-3763700,-3277004,1
100,100,0,-2903500,-3442127,-2926292,-3277004,1
101,101,0,-3360568,-3442127,-2926292,-3469956,1
102,102,0,-3360568,-3248418,-3387449,-3469956,1
103,103,0,-2849482,-3248418,-3387449,-3274563,1
104,104,0,-2849482,-3284331,-2872356,-3274563,1
105,105,0,-3017883,-3284331,-2872356,-3310728,1
106,106,0,-3017883,-3211500,-3041517,-3310728,1
107,107,0,-2900065,-3211500,-3041517,-3237450,1
108,108,0,-2900065,-3032859,-2923090,-3237450,1
109,109,0,-3345180,-3032859,-2923090,-3056904,1
110,110,0,-3345180,-3032000,-3372336,-3056904,1
111,111,0,-2734535,-3032000,-3372336,-3056103,1
112,112,0,-2734535,-3028153,-2756070,-3056103,1
113,113,0,-3017257,-3028153,-2756070,-3052325,1
114,114,0,-3017257,-2999416,-3040873,-3052325,1
115,115,0,-2096092,-2999416,-3040873,-3023254,1
116,116,0,-2096092,-2999260,-2111788,-3023254,1
117,117,0,-2643516,-2999260,-2111788,-3023093,1
118,118,0,-2643516,-2798266,-2663458,-3023093,1
119,119,0,-3526858,-2798266,-2663458,-2820267,1
120,120,0,-3526858,-2622850,-3555595,-2820267,1
121,121,0,-3319117,-2622850,-3555595,-2643048,1
122,122,0,-3319117,-2820931,-3345569,-2643048,1
123,123,0,-3347862,-2820931,-3345569,-2842929,1
124,124,0,-3347862,-2896396,-3375399,-2842929,1
125,125,0,-2932675,-2896396,-3375399,-2919103,1
126,126,0,-2932675,-3209339,-2955013,-2919103,1
127,127,0,-3331735,-3209339,-2955013,-3235006,1
128,128,0,-3331735,-3281628,-3358344,-3235006,1
129,129,0,-2832822,-3281628,-3358344,-3307894,1
130,130,0,-2832822,-3232848,-2854914,-3307894,1
131,131,0,-3296855,-3232848,-2854914,-3258582,1
132,132,0,-3296855,-3111274,-3323446,-3258582,1
133,133,0,-3258213,-3111274,-3323446,-3135918,1
134,134,0,-3258213,-3098522,-3284828,-3135918,1
135,135,0,-3104894,-3098522,-3284828,-3122930,1
136,136,0,-3104894,-3179907,-3129759,-3122930,1
137,137,0,-2855247,-3179907,-3129759,-3205383,1
138,138,0,-2855247,-3123196,-2877837,-3205383,1
139,139,0,-2576512,-3123196,-2877837,-3148237,1
140,140,0,-2576512,-3128803,-2596033,-3148237,1
141,141,0,-3178912,-3128803,-2596033,-3153968,1
142,142,0,-3178912,-2948717,-3204481,-3153968,1
143,143,0,-2912860,-2948717,-3204481,-2972115,1
144,144,0,-2912860,-2928892,-2936100,-2972115,1
145,145,0,-3260288,-2928892,-2936100,-2952028,1
146,146,0,-3260288,-2880883,-3285920,-2952028,1
147,147,0,-3020657,-2880883,-3285920,-2903613,1
148,148,0,-3020657,-2982143,-3044778,-2903613,1
149,149,0,-2733328,-2982143,-3044778,-3005634,1
150,150,0,-2733328,-3093180,-2754205,-3005634,1
151,151,0,-3090910,-3093180,-2754205,-3117820,1
152,152,0,-3090910,-2981784,-3115478,-3117820,1
153,153,0,-3214296,-2981784,-3115478,-3005251,1
154,154,0,-3214296,-3026296,-3240579,-3005251,1
155,155,0,-3099852,-3026296,-3240579,-3050096,1
156,156,0,-3099852,-3014798,-3124770,-3050096,1
157,157,0,-2457154,-3014798,-3124770,-3038760,1
158,158,0,-2457154,-3034597,-2475090,-3038760,1
159,159,0,-3197014,-3034597,-2475090,-3058758,1
160,160,0,-3197014,-2965553,-3222777,-3058758,1
161,161,0,-2666508,-2965553,-3222777,-2988980,1
162,162,0,-2666508,-2992079,-2687788,-2988980,1
163,163,0,-2594285,-2992079,-2687788,-3015804,1
164,164,0,-2594285,-2855132,-2613932,-3015804,1
165,165,0,-2878426,-2855132,-2613932,-2877607,1
166,166,0,-2878426,-2728741,-2901137,-2877607,1
167,167,0,-2866950,-2728741,-2901137,-2749897,1
168,168,0,-2866950,-2834059,-2889515,-2749897,1
169,169,0,-2531620,-2834059,-2889515,-2856409,1
170,170,0,-2531620,-2751543,-2550988,-2856409,1
171,171,0,-2666446,-2751543,-2550988,-2773093,1
172,172,0,-2666446,-2717821,-2687230,-2773093,1
173,173,0,-2807790,-2717821,-2687230,-2738893,1
174,174,0,-2807790,-2735861,-2829661,-2738893,1
175,175,0,-2728149,-2735861,-2829661,-2757218,1
176,176,0,-2728149,-2718202,-2749433,-2757218,1
177,177,0,-3088056,-2718202,-2749433,-2739349,1
178,178,0,-3088056,-2683502,-3112376,-2739349,1
179,179,0,-2898111,-2683502,-3112376,-2704328,1
180,180,0,-2898111,-2822611,-2920710,-2704328,1
181,181,0,-2747171,-2822611,-2920710,-2844675,1
182,182,0,-2747171,-2880527,-2768592,-2844675,1
183,183,0,-3036403,-2880527,-2768592,-2903045,1
184,184,0,-3036403,-2865372,-3060308,-2903045,1
185,185,0,-3310103,-2865372,-3060308,-2887778,1
186,186,0,-3310103,-2942436,-3337094,-2887778,1
187,187,0,-2864692,-2942436,-3337094,-2965497,1
188,188,0,-2864692,-2997947,-2887225,-2965497,1
189,189,0,-2830772,-2997947,-2887225,-3021676,1
190,190,0,-2830772,-2989593,-2852572,-3021676,1
191,191,0,-3034096,-2989593,-2852572,-3013305,1
192,192,0,-3034096,-3010493,-3058312,-3013305,1
193,193,0,-2796913,-3010493,-3058312,-3034300,1
194,194,0,-2796913,-3009916,-2818821,-3034300,1
195,195,0,-3021688,-3009916,-2818821,-3033801,1
196,196,0,-3021688,-2881619,-3045602,-3033801,1
197,197,0,-3021680,-2881619,-3045602,-2904233,1
198,198,0,-3021680,-2920868,-3045287,-2904233,1
199,199,0,-2665565,-2920868,-3045287,-2943827,1
200,200,0,-2665565,-2968595,-2686475,-2943827,1
201,201,0,-3166902,-2968595,-2686475,-2992006,1
202,202,0,-3166902,-2876462,-3191729,-2992006,1
203,203,0,-3300317,-2876462,-3191729,-2899047,1
204,204,0,-3300317,-2968959,-3327073,-2899047,1
205,205,0,-2818110,-2968959,-3327073,-2992274,1
206,206,0,-2818110,-3038616,-2840198,-2992274,1
207,207,0,-3007701,-3038616,-2840198,-3062641,1
208,208,0,-3007701,-2987724,-3031666,-3062641,1
209,209,0,-2866984,-2987724,-3031666,-3011369,1
210,210,0,-2866984,-3073258,-2889388,-3011369,1
211,211,0,-3199846,-3073258,-2889388,-3097667,1
212,212,0,-3199846,-2998278,-3224885,-3097667,1
213,213,0,-2543126,-2998278,-3224885,-3022082,1
214,214,0,-2543126,-2973161,-2562897,-3022082,1
215,215,0,-2650367,-2973161,-2562897,-2996535,1
216,216,0,-2650367,-2904415,-2670870,-2996535,1
217,217,0,-2824857,-2904415,-2670870,-2927209,1
218,218,0,-2824857,-2815081,-2847037,-2927209,1
219,219,0,-2847537,-2815081,-2847037,-2837010,1
220,220,0,-2847537,-2804549,-2869919,-2837010,1
221,221,0,-2878984,-2804549,-2869919,-2826423,1
222,222,0,-2878984,-2716472,-2901468,-2826423,1
223,223,0,-2809414,-2716472,-2901468,-2737681,1
224,224,0,-2809414,-2800437,-2831066,-2737681,1
225,225,0,-3379057,-2800437,-2831066,-2822324,1
226,226,0,-3379057,-2840198,-3406526,-2822324,1
227,227,0,-2904407,-2840198,-3406526,-2862373,1
228,228,0,-2904407,-2978748,-2927733,-2862373,1
229,229,0,-2445316,-2978748,-2927733,-3002245,1
230,230,0,-2445316,-2992966,-2463406,-3002245,1
231,231,0,-3090342,-2992966,-2463406,-3016699,1
232,232,0,-3090342,-2884549,-3114772,-3016699,1
233,233,0,-3398437,-2884549,-3114772,-2907183,1
234,234,0,-3398437,-2954781,-3426134,-2907183,1
235,235,0,-3022882,-2954781,-3426134,-2978110,1
236,236,0,-3022882,-2959626,-3047153,-2978110,1
237,237,0,-2812823,-2959626,-3047153,-2983012,1
238,238,0,-2812823,-2989245,-2834806,-2983012,1
239,239,0,-3236380,-2989245,-2834806,-3012867,1
240,240,0,-3236380,-3081121,-3262053,-3012867,1
241,241,0,-3067867,-3081121,-3262053,-3105717,1
242,242,0,-3067867,-3117631,-3092268,-3105717,1
243,243,0,-2984670,-3117631,-3092268,-3142537,1
244,244,0,-2984670,-3034988,-3008010,-3142537,1
245,245,0,-3377307,-3034988,-3008010,-3059070,1
246,246,0,-3377307,-3025435,-3404841,-3059070,1
247,247,0,-2615132,-3025435,-3404841,-3049285,1
248,248,0,-2615132,-3166556,-2635298,-3049285,1
249,249,0,-3212073,-3166556,-2635298,-3191793,1
250,250,0,-3212073,-3011244,-3237328,-3191793,1
251,251,0,-3033840,-3011244,-3237328,-3035105,1
252,252,0,-3033840,-3047296,-3058404,-3035105,1
253,253,0,-2762072,-3047296,-3058404,-3071370,1
254,254,0,-2762072,-3059588,-2783460,-3071370,1
255,255,0,-3041137,-3059588,-2783460,-3083968,1
256,256,0,-3041137,-2905780,-3065890,-3083968,1
257,257,0,-3143902,-2905780,-3065890,-2928623,1
258,258,0,-3143902,-3012281,-3168816,-2928623,1
259,259,0,-2891595,-3012281,-3168816,-3036271,1
260,260,0,-2891595,-2995238,-2914462,-3036271,1
261,261,0,-2751764,-2995238,-2914462,-3019143,1
262,262,0,-2751764,-2959677,-2773032,-3019143,1
263,263,0,-2947644,-2959677,-2773032,-2983157,1
264,264,0,-2947644,-2957100,-2970708,-2983157,1
265,265,0,-2737140,-2957100,-2970708,-2980550,1
266,266,0,-2737140,-2933727,-2758623,-2980550,1
267,267,0,-3277362,-2933727,-2758623,-2956755,1
268,268,0,-3277362,-2832036,-3303648,-2956755,1
269,269,0,-3187790,-2832036,-3303648,-2854207,1
270,270,0,-3187790,-2928478,-3214018,-2854207,1
271,271,0,-2385165,-2928478,-3214018,-2951503,1
272,272,0,-2385165,-3037484,-2403230,-2951503,1
273,273,0,-2965051,-3037484,-2403230,-3061750,1
274,274,0,-2965051,-2896865,-2988272,-3061750,1
275,275,0,-3090504,-2896865,-2988272,-2919880,1
276,276,0,-3090504,-2953842,-3115392,-2919880,1
277,277,0,-2896639,-2953842,-3115392,-2977292,1
278,278,0,-2896639,-2907128,-2919297,-2977292,1
279,279,0,-3191651,-2907128,-2919297,-2930228,1
280,280,0,-3191651,-2834340,-3216922,-2930228,1
281,281,0,-3360017,-2834340,-3216922,-2856548,1
282,282,0,-3360017,-3035962,-3387273,-2856548,1
283,283,0,-2913655,-3035962,-3387273,-3059971,1
284,284,0,-2913655,-3134703,-2936787,-3059971,1
285,285,0,-3330548,-3134703,-2936787,-3159721,1
286,286,0,-3330548,-3090491,-3357609,-3159721,1
287,287,0,-3235072,-3090491,-3357609,-3115070,1
288,288,0,-3235072,-3198968,-3261237,-3115070,1
289,289,0,-3165450,-3198968,-3261237,-3224648,1
290,290,0,-3165450,-3209823,-3190493,-3224648,1
291,291,0,-3307683,-3209823,-3190493,-3235727,1
292,292,0,-3307683,-3161182,-3334430,-3235727,1
293,293,0,-3267001,-3161182,-3334430,-3186532,1
294,294,0,-3267001,-3259689,-3293458,-3186532,1
295,295,0,-3179317,-3259689,-3293458,-3285943,1
296,296,0,-3179317,-3243802,-3205080,-3285943,1
297,297,0,-3085404,-3243802,-3205080,-3269905,1
298,298,0,-3085404,-3229863,-3109869,-3269905,1
299,299,0,-3196185,-3229863,-3109869,-3255866,1
300,300,0,-3196185,-3209852,-3222103,-3255866,1
301,301,0,-2796412,-3209852,-3222103,-3235710,1
302,302,0,-2796412,-3181977,-2818661,-3235710,1
303,303,0,-2385265,-3181977,-2818661,-3207628,1
304,304,0,-2385265,-3064330,-2403219,-3207628,1
305,305,0,-3477735,-3064330,-2403219,-3088929,1
306,306,0,-3477735,-2865817,-3505983,-3088929,1
307,307,0,-2711427,-2865817,-3505983,-2888463,1
308,308,0,-2711427,-2963900,-2732817,-2888463,1
309,309,0,-2914795,-2963900,-2732817,-2987492,1
310,310,0,-2914795,-2842710,-2937179,-2987492,1
311,311,0,-3306175,-2842710,-2937179,-2865170,1
312,312,0,-3306175,-2872306,-3333557,-2865170,1
313,313,0,-3465071,-2872306,-3333557,-2894800,1
314,314,0,-3465071,-3102533,-3493328,-2894800,1
315,315,0,-3533194,-3102533,-3493328,-3127384,1
316,316,0,-3533194,-3099367,-3562707,-3127384,1
317,317,0,-2769078,-3099367,-3562707,-3124221,1
318,318,0,-2769078,-3304809,-2790793,-3124221,1
319,319,0,-3282822,-3304809,-2790793,-3331693,1
320,320,0,-3282822,-3268380,-3309563,-3331693,1
321,321,0,-2903124,-3268380,-3309563,-3295097,1
322,322,0,-2903124,-3262542,-2926048,-3295097,1
323,323,0,-3809920,-3262542,-2926048,-3289098,1
324,324,0,-3809920,-3122055,-3841922,-3289098,1
325,325,0,-2702748,-3122055,-3841922,-3147278,1
326,326,0,-2702748,-3191236,-2724778,-3147278,1
327,327,0,-2239338,-3191236,-2724778,-3217082,1
328,328,0,-2239338,-3174654,-2255760,-3217082,1
329,329,0,-2968157,-3174654,-2255760,-3200578,1
330,330,0,-2968157,-2913783,-2991839,-3200578,1
331,331,0,-2461691,-2913783,-2991839,-2937127,1
332,332,0,-2461691,-2930041,-2480615,-2937127,1
333,333,0,-2799122,-2930041,-2480615,-2953575,1
334,334,0,-2799122,-2592984,-2820440,-2953575,1
335,335,0,-3069790,-2592984,-2820440,-2613248,1
336,336,0,-3069790,-2617077,-3094076,-2613248,1
337,337,0,-2540946,-2617077,-3094076,-2637164,1
338,338,0,-2540946,-2824690,-2560075,-2637164,1
339,339,0,-2933444,-2824690,-2560075,-2846743,1
340,340,0,-2933444,-2717888,-2956504,-2846743,1
341,341,0,-3177824,-2717888,-2956504,-2738802,1
342,342,0,-3177824,-2835826,-3203476,-2738802,1
343,343,0,-2554432,-2835826,-3203476,-2857774,1
344,344,0,-2554432,-2930501,-2573888,-2857774,1
345,345,0,-3019055,-2930501,-2573888,-2953533,1
346,346,0,-3019055,-2801662,-3042925,-2953533,1
347,347,0,-2808022,-2801662,-3042925,-2823486,1
348,348,0,-2808022,-2921189,-2830391,-2823486,1
349,349,0,-2531363,-2921189,-2830391,-2944199,1
350,350,0,-2531363,-2889834,-2550475,-2944199,1
351,351,0,-2524807,-2889834,-2550475,-2912670,1
352,352,0,-2524807,-2728218,-2543776,-2912670,1
353,353,0,-2566608,-2728218,-2543776,-2749420,1
354,354,0,-2566608,-2720812,-2586232,-2749420,1
355,355,0,-2323511,-2720812,-2586232,-2741892,1
356,356,0,-2323511,-2607700,-2341180,-2741892,1
357,357,0,-2548298,-2607700,-2341180,-2627719,1
358,358,0,-2548298,-2486573,-2567565,-2627719,1
359,359,0,-2839032,-2486573,-2567565,-2505416,1
360,360,0,-2839032,-2490806,-2861591,-2505416,1
361,361,0,-2863421,-2490806,-2861591,-2509689,1
362,362,0,-2863421,-2569363,-2885891,-2509689,1
363,363,0,-3209242,-2569363,-2885891,-2589142,1
364,364,0,-3209242,-2643566,-3234948,-2589142,1
365,365,0,-3176945,-2643566,-3234948,-2664057,1
366,366,0,-3176945,-2864999,-3202760,-2664057,1
367,367,0,-3135091,-2864999,-3202760,-2887499,1
368,368,0,-3135091,-3022160,-3160217,-2887499,1
369,369,0,-2790712,-3022160,-3160217,-3046298,1
370,370,0,-2790712,-3096175,-2812478,-3046298,1
371,371,0,-2913824,-3096175,-2812478,-3120954,1
372,372,0,-2913824,-3077998,-2937019,-3120954,1
373,373,0,-2489896,-3077998,-2937019,-3102601,1
374,374,0,-2489896,-3004143,-2508881,-3102601,1
375,375,0,-3271684,-3004143,-2508881,-3028119,1
376,376,0,-3271684,-2832381,-3298434,-3028119,1
377,377,0,-2951295,-2832381,-3298434,-2854649,1
378,378,0,-2951295,-2866529,-2975019,-2854649,1
379,379,0,-2789797,-2866529,-2975019,-2889203,1
380,380,0,-2789797,-2906675,-2811459,-2889203,1
381,381,0,-2738316,-2906675,-2811459,-2929839,1
382,382,0,-2738316,-2875668,-2759862,-2929839,1
383,383,0,-2868337,-2875668,-2759862,-2898449,1
384,384,0,-2868337,-2937773,-2890519,-2898449,1
385,385,0,-3456379,-2937773,-2890519,-2961194,1
386,386,0,-3456379,-2836937,-3484613,-2961194,1
387,387,0,-3170532,-2836937,-3484613,-2859215,1
388,388,0,-3170532,-2963208,-3195835,-2859215,1
389,389,0,-3149263,-2963208,-3195835,-2986614,1
390,390,0,-3149263,-3058391,-3174561,-2986614,1
391,391,0,-3025540,-3058391,-3174561,-3082708,1
392,392,0,-3025540,-3161128,-3050164,-3082708,1
393,393,0,-3088441,-3161128,-3050164,-3186382,1
394,394,0,-3088441,-3200429,-3113334,-3186382,1
395,395,0,-2935968,-3200429,-3113334,-3226294,1
396,396,0,-2935968,-3108444,-2959016,-3226294,1
397,397,0,-3093769,-3108444,-2959016,-3133474,1
398,398,0,-3093769,-3049803,-3118480,-3133474,1
399,399,0,-2897940,-3049803,-3118480,-3074269,1
400,400,0,-2897940,-3035930,-2920763,-3074269,1
401,401,0,-3285333,-3035930,-2920763,-3060249,1
402,402,0,-3285333,-3004030,-3312112,-3060249,1
403,403,0,-2971673,-3004030,-3312112,-3027899,1
404,404,0,-2971673,-3053253,-2995690,-3027899,1
405,405,0,-3264998,-3053253,-2995690,-3077593,1
406,406,0,-3264998,-3062179,-3291502,-3077593,1
407,407,0,-2989295,-3062179,-3291502,-3086762,1
408,408,0,-2989295,-3104986,-3012960,-3086762,1
409,409,0,-2816364,-3104986,-3012960,-3130017,1
410,410,0,-2816364,-3127825,-2838479,-3130017,1
411,411,0,-2758917,-3127825,-2838479,-3153066,1
412,412,0,-2758917,-3010583,-2780470,-3153066,1
413,413,0,-2903071,-3010583,-2780470,-3034658,1
414,414,0,-2903071,-2957394,-2925824,-3034658,1
415,415,0,-2323634,-2957394,-2925824,-2980853,1
416,416,0,-2323634,-2866912,-2340802,-2980853,1
417,417,0,-2972093,-2866912,-2340802,-2889434,1
418,418,0,-2972093,-2700497,-2995520,-2889434,1
419,419,0,-3315196,-2700497,-2995520,-2721394,1
420,420,0,-3315196,-2739429,-3342040,-2721394,1
421,421,0,-2770997,-2739429,-3342040,-2760654,1
422,422,0,-2770997,-2878499,-2792653,-2760654,1
423,423,0,-2896395,-2878499,-2792653,-2901047,1
424,424,0,-2896395,-2845480,-2919142,-2901047,1
425,425,0,-2697063,-2845480,-2919142,-2867754,1
426,426,0,-2697063,-2988671,-2718265,-2867754,1
427,427,0,-2921357,-2988671,-2718265,-3012339,1
428,428,0,-2921357,-2919913,-2944195,-3012339,1
429,429,0,-3211161,-2919913,-2944195,-2943025,1
430,430,0,-3211161,-2821453,-3236988,-2943025,1
431,431,0,-2775071,-2821453,-3236988,-2843564,1
432,432,0,-2775071,-2931494,-2796799,-2843564,1
433,433,0,-2537884,-2931494,-2796799,-2954648,1
434,434,0,-2537884,-2901163,-2556930,-2954648,1
435,435,0,-3490757,-2901163,-2556930,-2924062,1
436,436,0,-3490757,-2861369,-3519241,-2924062,1
437,437,0,-2439066,-2861369,-3519241,-2883728,1
438,438,0,-2439066,-3003719,-2458207,-2883728,1
439,439,0,-2402068,-3003719,-2458207,-3027490,1
440,440,0,-2402068,-2810695,-2419970,-3027490,1
441,441,0,-2848610,-2810695,-2419970,-2832795,1
442,442,0,-2848610,-2717444,-2870669,-2832795,1
443,443,0,-3599873,-2717444,-2870669,-2738587,1
444,444,0,-3599873,-2795126,-3629248,-2738587,1
445,445,0,-2828072,-2795126,-3629248,-2817022,1
446,446,0,-2828072,-2822405,-2850615,-2817022,1
447,447,0,-3268694,-2822405,-2850615,-2844524,1
448,448,0,-3268694,-2919656,-3294835,-2844524,1
449,449,0,-2600724,-2919656,-3294835,-2942626,1
450,450,0,-2600724,-3136313,-2621418,-2942626,1
451,451,0,-2541701,-3136313,-2621418,-3161342,1
452,452,0,-2541701,-3074341,-2560988,-3161342,1
453,453,0,-3036531,-3074341,-2560988,-3099029,1
454,454,0,-3036531,-2809798,-3061384,-3099029,1
455,455,0,-2435607,-2809798,-3061384,-2831964,1
456,456,0,-2435607,-2861913,-2453951,-2831964,1
457,457,0,-3898364,-2861913,-2453951,-2884657,1
458,458,0,-3898364,-2653641,-3930808,-2884657,1
459,459,0,-3043223,-2653641,-3930808,-2674436,1
460,460,0,-3043223,-2978051,-3068173,-2674436,1
461,461,0,-2874893,-2978051,-3068173,-3001783,1
462,462,0,-2874893,-3103432,-2897587,-3001783,1
463,463,0,-3136156,-3103432,-2897587,-3128579,1
464,464,0,-3136156,-3063022,-3161691,-3128579,1
465,465,0,-2323129,-3063022,-3161691,-3087630,1
466,466,0,-2323129,-3238159,-2341050,-3087630,1
467,467,0,-2982907,-3238159,-2341050,-3264565,1
468,468,0,-2982907,-2844351,-3006533,-3264565,1
469,469,0,-3141145,-2844351,-3006533,-2867126,1
470,470,0,-3141145,-2829272,-3166449,-2867126,1
471,471,0,-2573303,-2829272,-3166449,-2851716,1
472,472,0,-2573303,-2895835,-2593400,-2851716,1
473,473,0,-2838679,-2895835,-2593400,-2918931,1
474,474,0,-2838679,-2755121,-2860887,-2918931,1
475,475,0,-2892177,-2755121,-2860887,-2776858,1
476,476,0,-2892177,-2884009,-2915115,-2776858,1
477,477,0,-2649957,-2884009,-2915115,-2906818,1
478,478,0,-2649957,-2861326,-2670571,-2906818,1
479,479,0,-3108975,-2861326,-2670571,-2883963,1
480,480,0,-3108975,-2738529,-3133453,-2883963,1
481,481,0,-3313573,-2738529,-3133453,-2759994,1
482,482,0,-3313573,-2872447,-3340239,-2759994,1
483,483,0,-2954997,-2872447,-3340239,-2895007,1
484,484,0,-2954997,-2991171,-2978566,-2895007,1
485,485,0,-2902030,-2991171,-2978566,-3014845,1
486,486,0,-2902030,-3006876,-2924827,-3014845,1
487,487,0,-3338411,-3006876,-2924827,-3030708,1
488,488,0,-3338411,-3069894,-3365404,-3030708,1
489,489,0,-2801363,-3069894,-3365404,-3094272,1
490,490,0,-2801363,-3127253,-2823572,-3094272,1
491,491,0,-2346764,-3127253,-2823572,-3152259,1
492,492,0,-2346764,-2999201,-2364770,-3152259,1
493,493,0,-2614759,-2999201,-2364770,-3023093,1
494,494,0,-2614759,-2847142,-2634873,-3023093,1
495,495,0,-3048202,-2847142,-2634873,-2869644,1
496,496,0,-3048202,-2775325,-3072964,-2869644,1
497,497,0,-2881911,-2775325,-3072964,-2797155,1
498,498,0,-2881911,-2702772,-2904990,-2797155,1
499,499,0,-2441782,-2702772,-2904990,-2724045,1
500,500,0,-2441782,-2722909,-2460439,-2724045,1
501,501,0,-3050695,-2722909,-2460439,-2744400,1
502,502,0,-3050695,-2746664,-3074937,-2744400,1
