Sample in Buffer,Sample in Window,TRIGGER,l_data_rx[23:0],r_data_rx[23:0],sample_ok
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX
816,816,0,-5572113,-5175230,1
817,817,0,-5572113,-5624510,1
818,818,0,-5905282,-5624510,1
819,819,0,-5905282,-5960937,1
820,820,0,-6120175,-5960937,1
821,821,0,-6120175,-6178163,1
822,822,0,-6208080,-6178163,1
823,823,0,-6208080,-6266559,1
824,824,0,-6174826,-6266559,1
825,825,0,-6174826,-6233290,1
826,826,0,-6013336,-6233290,1
827,827,0,-6013336,-6070337,1
828,828,0,-5727493,-6070337,1
829,829,0,-5727493,-5781463,1
830,830,0,-5327145,-5781463,1
831,831,0,-5327145,-5377980,1
832,832,0,-4823228,-5377980,1
833,833,0,-4823228,-4868660,1
834,834,0,-4218072,-4868660,1
835,835,0,-4218072,-4258391,1
836,836,0,-3526797,-4258391,1
837,837,0,-3526797,-3560011,1
838,838,0,-2766919,-3560011,1
839,839,0,-2766919,-2793628,1
840,840,0,-1946901,-2793628,1
841,841,0,-1946901,-1965854,1
842,842,0,-1088088,-1965854,1
843,843,0,-1088088,-1099148,1
844,844,0,-211945,-1099148,1
845,845,0,-211945,-214177,1
846,846,0,670334,-214177,1
847,847,0,670334,676462,1
848,848,0,1545590,676462,1
849,849,0,1545590,1560055,1
850,850,0,2383373,1560055,1
851,851,0,2383373,2405778,1
852,852,0,3174833,2405778,1
853,853,0,3174833,3204393,1
854,854,0,3897885,3204393,1
855,855,0,3897885,3935151,1
856,856,0,4544350,3935151,1
857,857,0,4544350,4587522,1
858,858,0,5102846,4587522,1
859,859,0,5102846,5150932,1
860,860,0,5553082,5150932,1
861,861,0,5553082,5605617,1
862,862,0,5890831,5605617,1
863,863,0,5890831,5946577,1
864,864,0,6111911,5946577,1
865,865,0,6111911,6169581,1
866,866,0,6204037,6169581,1
867,867,0,6204037,6262640,1
868,868,0,6176282,6262640,1
869,869,0,6176282,6234317,1
870,870,0,6023038,6234317,1
871,871,0,6023038,6079998,1
872,872,0,5743574,6079998,1
873,873,0,5743574,5798040,1
874,874,0,5345172,5798040,1
875,875,0,5345172,5395894,1
876,876,0,4847842,5395894,1
877,877,0,4847842,4893829,1
878,878,0,4255598,4893829,1
879,879,0,4255598,4296058,1
880,880,0,3561879,4296058,1
881,881,0,3561879,3595695,1
882,882,0,2802302,3595695,1
883,883,0,2802302,2829187,1
884,884,0,1987178,2829187,1
885,885,0,1987178,2006309,1
886,886,0,1130320,2006309,1
887,887,0,1130320,1141380,1
888,888,0,253767,1141380,1
889,889,0,253767,256589,1
890,890,0,-627593,256589,1
891,891,0,-627593,-633057,1
892,892,0,-1503026,-633057,1
893,893,0,-1503026,-1516955,1
894,894,0,-2346265,-1516955,1
895,895,0,-2346265,-2367894,1
896,896,0,-3136635,-2367894,1
897,897,0,-3136635,-3165801,1
898,898,0,-3864605,-3165801,1
899,899,0,-3864605,-3900891,1
900,900,0,-4517705,-3900891,1
901,901,0,-4517705,-4559963,1
902,902,0,-5078109,-4559963,1
903,903,0,-5078109,-5125513,1
904,904,0,-5531333,-5125513,1
905,905,0,-5531333,-5583187,1
906,906,0,-5879572,-5583187,1
907,907,0,-5879572,-5935144,1
908,908,0,-6105890,-5935144,1
909,909,0,-6105890,-6163377,1
910,910,0,-6206048,-6163377,1
911,911,0,-6206048,-6264493,1
912,912,0,-6177850,-6264493,1
913,913,0,-6177850,-6236222,1
914,914,0,-6037460,-6236222,1
915,915,0,-6037460,-6094646,1
916,916,0,-5759817,-6094646,1
917,917,0,-5759817,-5814519,1
918,918,0,-5373157,-5814519,1
919,919,0,-5373157,-5424294,1
920,920,0,-4878368,-5424294,1
921,921,0,-4878368,-4924889,1
922,922,0,-4280368,-4924889,1
923,923,0,-4280368,-4321115,1
924,924,0,-3596136,-4321115,1
925,925,0,-3596136,-3630381,1
926,926,0,-2842306,-3630381,1
927,927,0,-2842306,-2869595,1
928,928,0,-2028796,-2869595,1
929,929,0,-2028796,-2048293,1
930,930,0,-1177786,-2048293,1
931,931,0,-1177786,-1188667,1
932,932,0,-293907,-1188667,1
933,933,0,-293907,-297203,1
934,934,0,593106,-297203,1
935,935,0,593106,598387,1
936,936,0,1460211,598387,1
937,937,0,1460211,1473858,1
938,938,0,2301903,1473858,1
939,939,0,2301903,2323373,1
940,940,0,3099332,2323373,1
941,941,0,3099332,3128597,1
942,942,0,3830446,3128597,1
943,943,0,3830446,3866792,1
944,944,0,4485462,3866792,1
945,945,0,4485462,4527956,1
946,946,0,5053615,4527956,1
947,947,0,5053615,5101227,1
948,948,0,5512300,5101227,1
949,949,0,5512300,5564139,1
950,950,0,5863731,5564139,1
951,951,0,5863731,5919336,1
952,952,0,6095164,5919336,1
953,953,0,6095164,6152911,1
954,954,0,6202112,6152911,1
955,955,0,6202112,6260756,1
956,956,0,6186329,6260756,1
957,957,0,6186329,6244565,1
958,958,0,6043713,6244565,1
959,959,0,6043713,6100963,1
960,960,0,5774933,6100963,1
961,961,0,5774933,5829623,1
962,962,0,5393910,5829623,1
963,963,0,5393910,5444844,1
964,964,0,4898359,5444844,1
965,965,0,4898359,4945125,1
966,966,0,4312681,4945125,1
967,967,0,4312681,4353389,1
968,968,0,3630469,4353389,1
969,969,0,3630469,3665315,1
970,970,0,2881936,3665315,1
971,971,0,2881936,2909454,1
972,972,0,2068900,2909454,1
973,973,0,2068900,2089069,1
974,974,0,1213662,2089069,1
975,975,0,1213662,1226053,1
976,976,0,335954,1226053,1
977,977,0,335954,339194,1
978,978,0,-544356,339194,1
979,979,0,-544356,-549128,1
980,980,0,-1415103,-549128,1
981,981,0,-1415103,-1427991,1
982,982,0,-2264562,-1427991,1
983,983,0,-2264562,-2285595,1
984,984,0,-3062913,-2285595,1
985,985,0,-3062913,-3091362,1
986,986,0,-3799956,-3091362,1
987,987,0,-3799956,-3835654,1
988,988,0,-4457017,-3835654,1
989,989,0,-4457017,-4498966,1
990,990,0,-5027439,-4498966,1
991,991,0,-5027439,-5074794,1
992,992,0,-5492487,-5074794,1
993,993,0,-5492487,-5544099,1
994,994,0,-5853519,-5544099,1
995,995,0,-5853519,-5908762,1
996,996,0,-6085528,-5908762,1
997,997,0,-6085528,-6142850,1
998,998,0,-6202709,-6142850,1
999,999,0,-6202709,-6261353,1
1000,1000,0,-6190609,-6261353,1
1001,1001,0,-6190609,-6249015,1
1002,1002,0,-6053296,-6249015,1
1003,1003,0,-6053296,-6110355,1
1004,1004,0,-5792837,-6110355,1
1005,1005,0,-5792837,-5848140,1
1006,1006,0,-5412240,-5848140,1
1007,1007,0,-5412240,-5463817,1
1008,1008,0,-4933835,-5463817,1
1009,1009,0,-4933835,-4980518,1
1010,1010,0,-4338892,-4980518,1
1011,1011,0,-4338892,-4380226,1
1012,1012,0,-3668505,-4380226,1
1013,1013,0,-3668505,-3703772,1
1014,1014,0,-2914405,-3703772,1
1015,1015,0,-2914405,-2942444,1
1016,1016,0,-2105665,-2942444,1
1017,1017,0,-2105665,-2125971,1
1018,1018,0,-1259148,-2125971,1
1019,1019,0,-1259148,-1271759,1
1020,1020,0,-382315,-1271759,1
1021,1021,0,-382315,-385760,1
1022,1022,0,502606,-385760,1
1023,1023,0,502606,506895,1
1024,1024,1,502606,506895,0
1025,1025,0,1375999,506895,1
1026,1026,0,1375999,1388731,1
1027,1027,0,2222764,1388731,1
1028,1028,0,2222764,2243705,1
1029,1029,0,3019954,2243705,1
1030,1030,0,3019954,3048409,1
1031,1031,0,3770474,3048409,1
1032,1032,0,3770474,3805681,1
1033,1033,0,4425533,3805681,1
1034,1034,0,4425533,4467045,1
1035,1035,0,5001080,4467045,1
1036,1036,0,5001080,5047984,1
1037,1037,0,5474754,5047984,1
1038,1038,0,5474754,5526566,1
1039,1039,0,5835788,5526566,1
1040,1040,0,5835788,5891173,1
1041,1041,0,6074000,5891173,1
1042,1042,0,6074000,6130950,1
1043,1043,0,6200383,6130950,1
1044,1044,0,6200383,6259116,1
1045,1045,0,6193245,6259116,1
1046,1046,0,6193245,6251538,1
1047,1047,0,6058612,6251538,1
1048,1048,0,6058612,6116343,1
1049,1049,0,5809926,6116343,1
1050,1050,0,5809926,5864786,1
1051,1051,0,5434291,5864786,1
1052,1052,0,5434291,5485673,1
1053,1053,0,4953253,5485673,1
1054,1054,0,4953253,4999978,1
1055,1055,0,4370926,4999978,1
1056,1056,0,4370926,4412736,1
1057,1057,0,3701572,4412736,1
1058,1058,0,3701572,3736973,1
1059,1059,0,2957865,3736973,1
1060,1060,0,2957865,2986242,1
1061,1061,0,2145394,2986242,1
1062,1062,0,2145394,2166074,1
1063,1063,0,1300004,2166074,1
1064,1064,0,1300004,1312691,1
1065,1065,0,423616,1312691,1
1066,1066,0,423616,428468,1
1067,1067,0,-455910,428468,1
1068,1068,0,-455910,-459758,1
1069,1069,0,-1337648,-459758,1
1070,1070,0,-1337648,-1349862,1
1071,1071,0,-2181240,-1349862,1
1072,1072,0,-2181240,-2201478,1
1073,1073,0,-2988825,-2201478,1
1074,1074,0,-2988825,-3016462,1
1075,1075,0,-3731738,-3016462,1
1076,1076,0,-3731738,-3766660,1
1077,1077,0,-4399792,-3766660,1
1078,1078,0,-4399792,-4441030,1
1079,1079,0,-4973705,-4441030,1
1080,1080,0,-4973705,-5020713,1
1081,1081,0,-5457644,-5020713,1
1082,1082,0,-5457644,-5509347,1
1083,1083,0,-5819778,-5509347,1
1084,1084,0,-5819778,-5874386,1
1085,1085,0,-6070289,-5874386,1
1086,1086,0,-6070289,-6127220,1
1087,1087,0,-6195229,-6127220,1
1088,1088,0,-6195229,-6253744,1
1089,1089,0,-6199438,-6253744,1
1090,1090,0,-6199438,-6258345,1
1091,1091,0,-6070841,-6258345,1
1092,1092,0,-6070841,-6128183,1
1093,1093,0,-5820000,-6128183,1
1094,1094,0,-5820000,-5875103,1
1095,1095,0,-5455251,-5875103,1
1096,1096,0,-5455251,-5506580,1
1097,1097,0,-4979334,-5506580,1
1098,1098,0,-4979334,-5026455,1
1099,1099,0,-4402698,-5026455,1
1100,1100,0,-4402698,-4444650,1
1101,1101,0,-3738610,-4444650,1
1102,1102,0,-3738610,-3774049,1
1103,1103,0,-2992453,-3774049,1
1104,1104,0,-2992453,-3020891,1
1105,1105,0,-2189049,-3020891,1
1106,1106,0,-2189049,-2210527,1
1107,1107,0,-1345474,-2210527,1
1108,1108,0,-1345474,-1358568,1
1109,1109,0,-468177,-1358568,1
1110,1110,0,-468177,-473062,1
1111,1111,0,420040,-473062,1
1112,1112,0,420040,423796,1
1113,1113,0,1295565,423796,1
1114,1114,0,1295565,1307491,1
1115,1115,0,2142007,1307491,1
1116,1116,0,2142007,2161844,1
1117,1117,0,2947504,2161844,1
1118,1118,0,2947504,2974907,1
1119,1119,0,3694753,2974907,1
1120,1120,0,3694753,3729378,1
1121,1121,0,4368137,3729378,1
1122,1122,0,4368137,4409226,1
1123,1123,0,4950526,4409226,1
1124,1124,0,4950526,4997079,1
1125,1125,0,5432653,4997079,1
1126,1126,0,5432653,5483992,1
1127,1127,0,5806123,5483992,1
1128,1128,0,5806123,5860832,1
1129,1129,0,6059239,5860832,1
1130,1130,0,6059239,6116348,1
1131,1131,0,6190931,6116348,1
1132,1132,0,6190931,6249494,1
1133,1133,0,6198838,6249494,1
1134,1134,0,6198838,6257719,1
1135,1135,0,6081960,6257719,1
1136,1136,0,6081960,6139335,1
1137,1137,0,5834410,6139335,1
1138,1138,0,5834410,5889631,1
1139,1139,0,5472647,5889631,1
1140,1140,0,5472647,5524537,1
1141,1141,0,5009522,5524537,1
1142,1142,0,5009522,5057131,1
1143,1143,0,4429245,5057131,1
1144,1144,0,4429245,4471233,1
1145,1145,0,3772087,4471233,1
1146,1146,0,3772087,3807777,1
1147,1147,0,3028240,3807777,1
1148,1148,0,3028240,3056927,1
1149,1149,0,2232577,3056927,1
1150,1150,0,2232577,2254543,1
1151,1151,0,1379621,2254543,1
1152,1152,0,1379621,1393038,1
1153,1153,0,507786,1393038,1
1154,1154,0,507786,512607,1
1155,1155,0,-373507,512607,1
1156,1156,0,-373507,-376676,1
1157,1157,0,-1247663,-376676,1
1158,1158,0,-1247663,-1259113,1
1159,1159,0,-2101823,-1259113,1
1160,1160,0,-2101823,-2121423,1
1161,1161,0,-2911441,-2121423,1
1162,1162,0,-2911441,-2938192,1
1163,1163,0,-3659922,-2938192,1
1164,1164,0,-3659922,-3694325,1
1165,1165,0,-4343427,-3694325,1
1166,1166,0,-4343427,-4384056,1
1167,1167,0,-4917188,-4384056,1
1168,1168,0,-4917188,-4963466,1
1169,1169,0,-5413150,-4963466,1
1170,1170,0,-5413150,-5464238,1
1171,1171,0,-5784631,-5464238,1
1172,1172,0,-5784631,-5839519,1
1173,1173,0,-6050974,-5839519,1
1174,1174,0,-6050974,-6108256,1
1175,1175,0,-6186455,-6108256,1
1176,1176,0,-6186455,-6244690,1
1177,1177,0,-6201113,-6244690,1
1178,1178,0,-6201113,-6259469,1
1179,1179,0,-6091100,-6259469,1
1180,1180,0,-6091100,-6148876,1
1181,1181,0,-5852642,-6148876,1
1182,1182,0,-5852642,-5907960,1
1183,1183,0,-5499722,-5907960,1
1184,1184,0,-5499722,-5552111,1
1185,1185,0,-5027645,-5552111,1
1186,1186,0,-5027645,-5075349,1
1187,1187,0,-4460540,-5075349,1
1188,1188,0,-4460540,-4502825,1
1189,1189,0,-3797337,-4502825,1
1190,1190,0,-3797337,-3833610,1
1191,1191,0,-3069591,-3833610,1
1192,1192,0,-3069591,-3098749,1
1193,1193,0,-2267392,-3098749,1
1194,1194,0,-2267392,-2288959,1
1195,1195,0,-1424178,-2288959,1
1196,1196,0,-1424178,-1438213,1
1197,1197,0,-553870,-1438213,1
1198,1198,0,-553870,-559481,1
1199,1199,0,332267,-559481,1
1200,1200,0,332267,334971,1
1201,1201,0,1209922,334971,1
1202,1202,0,1209922,1221017,1
1203,1203,0,2064929,1221017,1
1204,1204,0,2064929,2083917,1
1205,1205,0,2871784,2083917,1
1206,1206,0,2871784,2898805,1
1207,1207,0,3629340,2898805,1
1208,1208,0,3629340,3663646,1
1209,1209,0,4305775,3663646,1
1210,1210,0,4305775,4346165,1
1211,1211,0,4898918,4346165,1
1212,1212,0,4898918,4944853,1
1213,1213,0,5389442,4944853,1
1214,1214,0,5389442,5440356,1
1215,1215,0,5774695,5440356,1
1216,1216,0,5774695,5829001,1
1217,1217,0,6040692,5829001,1
1218,1218,0,6040692,6097990,1
1219,1219,0,6186290,6097990,1
1220,1220,0,6186290,6245061,1
1221,1221,0,6206479,6245061,1
1222,1222,0,6206479,6264732,1
1223,1223,0,6093498,6264732,1
1224,1224,0,6093498,6151007,1
1225,1225,0,5869225,6151007,1
1226,1226,0,5869225,5924753,1
1227,1227,0,5515634,5924753,1
1228,1228,0,5515634,5567735,1
1229,1229,0,5058496,5567735,1
1230,1230,0,5058496,5106191,1
1231,1231,0,4490168,5106191,1
1232,1232,0,4490168,4532909,1
1233,1233,0,3836691,4532909,1
1234,1234,0,3836691,3873533,1
1235,1235,0,3109470,3873533,1
1236,1236,0,3109470,3138944,1
1237,1237,0,2309675,3138944,1
1238,1238,0,2309675,2332014,1
1239,1239,0,1471477,2332014,1
1240,1240,0,1471477,1485572,1
1241,1241,0,590676,1485572,1
1242,1242,0,590676,596707,1
1243,1243,0,-288092,596707,1
1244,1244,0,-288092,-290790,1
1245,1245,0,-1167450,-290790,1
1246,1246,0,-1167450,-1178329,1
1247,1247,0,-2022187,-1178329,1
1248,1248,0,-2022187,-2040833,1
1249,1249,0,-2835377,-2040833,1
1250,1250,0,-2835377,-2862017,1
1251,1251,0,-3592046,-2862017,1
1252,1252,0,-3592046,-3625396,1
1253,1253,0,-4272221,-3625396,1
1254,1254,0,-4272221,-4312654,1
1255,1255,0,-4869826,-4312654,1
1256,1256,0,-4869826,-4915952,1
1257,1257,0,-5368653,-4915952,1
1258,1258,0,-5368653,-5418939,1
1259,1259,0,-5761223,-5418939,1
1260,1260,0,-5761223,-5815533,1
1261,1261,0,-6026732,-5815533,1
1262,1262,0,-6026732,-6083497,1
1263,1263,0,-6182589,-6083497,1
1264,1264,0,-6182589,-6241410,1
1265,1265,0,-6208427,-6241410,1
1266,1266,0,-6208427,-6267002,1
1267,1267,0,-6101979,-6267002,1
1268,1268,0,-6101979,-6159925,1
1269,1269,0,-5880696,-6159925,1
1270,1270,0,-5880696,-5936694,1
1271,1271,0,-5533738,-5936694,1
1272,1272,0,-5533738,-5586197,1
1273,1273,0,-5081816,-5586197,1
1274,1274,0,-5081816,-5130287,1
1275,1275,0,-4523599,-5130287,1
1276,1276,0,-4523599,-4566325,1
1277,1277,0,-3871035,-4566325,1
1278,1278,0,-3871035,-3907789,1
1279,1279,0,-3140731,-3907789,1
1280,1280,0,-3140731,-3170822,1
1281,1281,0,-2348571,-3170822,1
1282,1282,0,-2348571,-2370866,1
1283,1283,0,-1508567,-2370866,1
1284,1284,0,-1508567,-1523286,1
1285,1285,0,-637131,-1523286,1
1286,1286,0,-637131,-643758,1
1287,1287,0,247739,-643758,1
1288,1288,0,247739,249739,1
1289,1289,0,1127559,249739,1
1290,1290,0,1127559,1137735,1
1291,1291,0,1980387,1137735,1
1292,1292,0,1980387,1999200,1
1293,1293,0,2798724,1999200,1
1294,1294,0,2798724,2825099,1
1295,1295,0,3557195,2825099,1
1296,1296,0,3557195,3590901,1
1297,1297,0,4245948,3590901,1
1298,1298,0,4245948,4285805,1
1299,1299,0,4843000,4285805,1
1300,1300,0,4843000,4888911,1
1301,1301,0,5347736,4888911,1
1302,1302,0,5347736,5398133,1
1303,1303,0,5744705,5398133,1
1304,1304,0,5744705,5798751,1
1305,1305,0,6021727,5798751,1
1306,1306,0,6021727,6078421,1
1307,1307,0,6175418,6078421,1
1308,1308,0,6175418,6233395,1
1309,1309,0,6209784,6233395,1
1310,1310,0,6209784,6268694,1
1311,1311,0,6108308,6268694,1
1312,1312,0,6108308,6165849,1
1313,1313,0,5894502,6165849,1
1314,1314,0,5894502,5950036,1
1315,1315,0,5553599,5950036,1
1316,1316,0,5553599,5606790,1
1317,1317,0,5107149,5606790,1
1318,1318,0,5107149,5154789,1
1319,1319,0,4553600,5154789,1
1320,1320,0,4553600,4596926,1
1321,1321,0,3901263,4596926,1
1322,1322,0,3901263,3938641,1
1323,1323,0,3180681,3938641,1
1324,1324,0,3180681,3210896,1
1325,1325,0,2385277,3210896,1
1326,1326,0,2385277,2408009,1
1327,1327,0,1556436,2408009,1
1328,1328,0,1556436,1571150,1
1329,1329,0,683686,1571150,1
1330,1330,0,683686,690715,1
1331,1331,0,-203947,690715,1
1332,1332,0,-203947,-205457,1
1333,1333,0,-1085006,-205457,1
1334,1334,0,-1085006,-1095166,1
1335,1335,0,-1943585,-1095166,1
1336,1336,0,-1943585,-1961733,1
1337,1337,0,-2753136,-1961733,1
1338,1338,0,-2753136,-2778771,1
1339,1339,0,-3522276,-2778771,1
1340,1340,0,-3522276,-3555039,1
1341,1341,0,-4211885,-3555039,1
1342,1342,0,-4211885,-4251318,1
1343,1343,0,-4816247,-4251318,1
1344,1344,0,-4816247,-4861182,1
1345,1345,0,-5325344,-4861182,1
1346,1346,0,-5325344,-5375274,1
1347,1347,0,-5727592,-5375274,1
1348,1348,0,-5727592,-5781662,1
1349,1349,0,-6011051,-5781662,1
1350,1350,0,-6011051,-6067978,1
1351,1351,0,-6169778,-6067978,1
1352,1352,0,-6169778,-6228109,1
1353,1353,0,-6210021,-6228109,1
1354,1354,0,-6210021,-6268513,1
1355,1355,0,-6117597,-6268513,1
1356,1356,0,-6117597,-6175761,1
1357,1357,0,-5907840,-6175761,1
1358,1358,0,-5907840,-5963692,1
1359,1359,0,-5573162,-5963692,1
1360,1360,0,-5573162,-5626136,1
1361,1361,0,-5124974,-5626136,1
1362,1362,0,-5124974,-5173839,1
1363,1363,0,-4579899,-5173839,1
1364,1364,0,-4579899,-4623666,1
1365,1365,0,-3940067,-4623666,1
1366,1366,0,-3940067,-3977582,1
1367,1367,0,-3216574,-3977582,1
1368,1368,0,-3216574,-3247608,1
1369,1369,0,-2428571,-3247608,1
1370,1370,0,-2428571,-2452026,1
1371,1371,0,-1589370,-2452026,1
1372,1372,0,-1589370,-1604617,1
1373,1373,0,-719854,-1604617,1
1374,1374,0,-719854,-726769,1
1375,1375,0,159996,-726769,1
1376,1376,0,159996,160932,1
1377,1377,0,1043053,160932,1
1378,1378,0,1043053,1052764,1
1379,1379,0,1900349,1052764,1
1380,1380,0,1900349,1917971,1
1381,1381,0,2720005,1917971,1
1382,1382,0,2720005,2745205,1
1383,1383,0,3485723,2745205,1
1384,1384,0,3485723,3518166,1
1385,1385,0,4182016,3518166,1
1386,1386,0,4182016,4221098,1
1387,1387,0,4795436,4221098,1
1388,1388,0,4795436,4840817,1
1389,1389,0,5299708,4840817,1
1390,1390,0,5299708,5349821,1
1391,1391,0,5704441,5349821,1
1392,1392,0,5704441,5758626,1
1393,1393,0,6002871,5758626,1
1394,1394,0,6002871,6059513,1
1395,1395,0,6173985,6059513,1
1396,1396,0,6173985,6232251,1
1397,1397,0,6209877,6232251,1
1398,1398,0,6209877,6268402,1
1399,1399,0,6129371,6268402,1
1400,1400,0,6129371,6187459,1
1401,1401,0,5919643,6187459,1
1402,1402,0,5919643,5975375,1
1403,1403,0,5589461,5975375,1
1404,1404,0,5589461,5642187,1
1405,1405,0,5155364,5642187,1
1406,1406,0,5155364,5204029,1
1407,1407,0,4606030,5204029,1
1408,1408,0,4606030,4649977,1
1409,1409,0,3970148,4649977,1
1410,1410,0,3970148,4008093,1
1411,1411,0,3255336,4008093,1
1412,1412,0,3255336,3286168,1
1413,1413,0,2466748,3286168,1
1414,1414,0,2466748,2490351,1
1415,1415,0,1630911,2490351,1
1416,1416,0,1630911,1646727,1
1417,1417,0,766203,1646727,1
1418,1418,0,766203,773079,1
1419,1419,0,-113975,773079,1
1420,1420,0,-113975,-115170,1
1421,1421,0,-997127,-115170,1
1422,1422,0,-997127,-1006401,1
1423,1423,0,-1858362,-1006401,1
1424,1424,0,-1858362,-1875294,1
1425,1425,0,-2683899,-1875294,1
1426,1426,0,-2683899,-2708721,1
1427,1427,0,-3450827,-2708721,1
1428,1428,0,-3450827,-3483205,1
1429,1429,0,-4141510,-3483205,1
1430,1430,0,-4141510,-4180488,1
1431,1431,0,-4765122,-4180488,1
1432,1432,0,-4765122,-4809713,1
1433,1433,0,-5283683,-4809713,1
1434,1434,0,-5283683,-5333626,1
1435,1435,0,-5688642,-5333626,1
1436,1436,0,-5688642,-5742217,1
1437,1437,0,-5992211,-5742217,1
1438,1438,0,-5992211,-6048837,1
1439,1439,0,-6160402,-6048837,1
1440,1440,0,-6160402,-6218359,1
1441,1441,0,-6211800,-6218359,1
1442,1442,0,-6211800,-6270326,1
1443,1443,0,-6134569,-6270326,1
1444,1444,0,-6134569,-6192396,1
1445,1445,0,-5931061,-6192396,1
1446,1446,0,-5931061,-5987534,1
1447,1447,0,-5611997,-5987534,1
1448,1448,0,-5611997,-5665008,1
1449,1449,0,-5176536,-5665008,1
1450,1450,0,-5176536,-5225941,1
1451,1451,0,-4636623,-5225941,1
1452,1452,0,-4636623,-4680336,1
1453,1453,0,-4005146,-4680336,1
1454,1454,0,-4005146,-4042608,1
1455,1455,0,-3289107,-4042608,1
1456,1456,0,-3289107,-3320717,1
1457,1457,0,-2499333,-3320717,1
1458,1458,0,-2499333,-2523124,1
1459,1459,0,-1675265,-2523124,1
1460,1460,0,-1675265,-1690894,1
1461,1461,0,-807862,-1690894,1
1462,1462,0,-807862,-815917,1
1463,1463,0,76361,-815917,1
1464,1464,0,76361,76655,1
1465,1465,0,956108,76655,1
1466,1466,0,956108,965283,1
1467,1467,0,1817964,965283,1
1468,1468,0,1817964,1834829,1
1469,1469,0,2644137,1834829,1
1470,1470,0,2644137,2668491,1
1471,1471,0,3415530,2668491,1
1472,1472,0,3415530,3446944,1
1473,1473,0,4114158,3446944,1
1474,1474,0,4114158,4152627,1
1475,1475,0,4736834,4152627,1
1476,1476,0,4736834,4781365,1
1477,1477,0,5262047,4781365,1
1478,1478,0,5262047,5311489,1
1479,1479,0,5672689,5311489,1
1480,1480,0,5672689,5725972,1
1481,1481,0,5975124,5725972,1
1482,1482,0,5975124,6031250,1
1483,1483,0,6155754,6031250,1
1484,1484,0,6155754,6213946,1
1485,1485,0,6211266,6213946,1
1486,1486,0,6211266,6270186,1
1487,1487,0,6144763,6270186,1
1488,1488,0,6144763,6203333,1
1489,1489,0,5938242,6203333,1
1490,1490,0,5938242,5994161,1
1491,1491,0,5630013,5994161,1
1492,1492,0,5630013,5683278,1
1493,1493,0,5210178,5683278,1
1494,1494,0,5210178,5259521,1
1495,1495,0,4670337,5259521,1
1496,1496,0,4670337,4714377,1
1497,1497,0,4036231,4714377,1
1498,1498,0,4036231,4074670,1
1499,1499,0,3323757,4074670,1
1500,1500,0,3323757,3355181,1
1501,1501,0,2543197,3355181,1
1502,1502,0,2543197,2567176,1
1503,1503,0,1716327,2567176,1
1504,1504,0,1716327,1732625,1
1505,1505,0,849814,1732625,1
1506,1506,0,849814,858335,1
1507,1507,0,-29473,858335,1
1508,1508,0,-29473,-29721,1
1509,1509,0,-911335,-29721,1
1510,1510,0,-911335,-919766,1
1511,1511,0,-1780894,-919766,1
1512,1512,0,-1780894,-1797607,1
1513,1513,0,-2602475,-1797607,1
1514,1514,0,-2602475,-2626394,1
1515,1515,0,-3378796,-2626394,1
1516,1516,0,-3378796,-3410253,1
1517,1517,0,-4080561,-3410253,1
1518,1518,0,-4080561,-4119285,1
1519,1519,0,-4710549,-4119285,1
1520,1520,0,-4710549,-4754831,1
1521,1521,0,-5234850,-4754831,1
1522,1522,0,-5234850,-5283844,1
1523,1523,0,-5659512,-5283844,1
1524,1524,0,-5659512,-5712915,1
1525,1525,0,-5964214,-5712915,1
1526,1526,0,-5964214,-6020225,1
1527,1527,0,-6147851,-6020225,1
1528,1528,0,-6147851,-6206242,1
1529,1529,0,-6211729,-6206242,1
1530,1530,0,-6211729,-6269995,1
1531,1531,0,-6146126,-6269995,1
1532,1532,0,-6146126,-6204414,1
1533,1533,0,-5960213,-6204414,1
1534,1534,0,-5960213,-6017135,1
1535,1535,0,-5650616,-6017135,1
1536,1536,0,-5650616,-5704256,1
1537,1537,0,-5224186,-5704256,1
1538,1538,0,-5224186,-5273914,1
1539,1539,0,-4693285,-5273914,1
1540,1540,0,-4693285,-4737325,1
1541,1541,0,-4067313,-4737325,1
1542,1542,0,-4067313,-4106141,1
1543,1543,0,-3359615,-4106141,1
1544,1544,0,-3359615,-3392264,1
1545,1545,0,-2585361,-3392264,1
1546,1546,0,-2585361,-2609811,1
1547,1547,0,-1753913,-2609811,1
1548,1548,0,-1753913,-1771057,1
1549,1549,0,-888952,-1771057,1
1550,1550,0,-888952,-897676,1
1551,1551,0,-12267,-897676,1
1552,1552,0,-12267,-12950,1
1553,1553,0,872254,-12950,1
1554,1554,0,872254,880157,1
1555,1555,0,1737094,880157,1
1556,1556,0,1737094,1752937,1
1557,1557,0,2566954,1752937,1
1558,1558,0,2566954,2590750,1
1559,1559,0,3344055,2590750,1
1560,1560,0,3344055,3375094,1
1561,1561,0,4054094,3375094,1
1562,1562,0,4054094,4092318,1
1563,1563,0,4679897,4092318,1
1564,1564,0,4679897,4723785,1
1565,1565,0,5212854,4723785,1
1566,1566,0,5212854,5261951,1
1567,1567,0,5637115,5261951,1
1568,1568,0,5637115,5690697,1
1569,1569,0,5955281,5690697,1
1570,1570,0,5955281,6011575,1
1571,1571,0,6141751,6011575,1
1572,1572,0,6141751,6199867,1
1573,1573,0,6212175,6199867,1
