Sample in Buffer,Sample in Window,TRIGGER,l_in[23:0],l_data_tx[23:0],r_in[23:0],r_data_tx[23:0],sample_ok
8835,8835,0,-2201965,-2480175,-2220860,-2484290,1
8836,8836,0,-2286492,-2480175,-2220860,-2501987,1
8837,8837,0,-2286492,-2455897,-2306286,-2501987,1
8838,8838,0,-2051711,-2455897,-2306286,-2477436,1
8839,8839,0,-2051711,-2436212,-2069518,-2477436,1
8840,8840,0,-2326788,-2436212,-2069518,-2457531,1
8841,8841,0,-2326788,-2371048,-2346931,-2457531,1
8842,8842,0,-2298635,-2371048,-2346931,-2391783,1
8843,8843,0,-2298635,-2317476,-2318635,-2391783,1
8844,8844,0,-2450127,-2317476,-2318635,-2337681,1
8845,8845,0,-2450127,-2276865,-2470867,-2337681,1
8846,8846,0,-2701225,-2276865,-2470867,-2296668,1
8847,8847,0,-2701225,-2250166,-2725322,-2296668,1
8848,8848,0,-3081082,-2250166,-2725322,-2269697,1
8849,8849,0,-3081082,-2242114,-3108562,-2269697,1
8850,8850,0,-2325079,-2242114,-3108562,-2261500,1
8851,8851,0,-2325079,-2401911,-2345882,-2261500,1
8852,8852,0,-2177681,-2401911,-2345882,-2422773,1
8853,8853,0,-2177681,-2433503,-2195735,-2422773,1
8854,8854,0,-2810807,-2433503,-2195735,-2454799,1
8855,8855,0,-2810807,-2386578,-2835405,-2454799,1
8856,8856,0,-2847986,-2386578,-2835405,-2407329,1
8857,8857,0,-2847986,-2447373,-2872977,-2407329,1
8858,8858,0,-2845166,-2447373,-2872977,-2468693,1
8859,8859,0,-2845166,-2503440,-2870461,-2468693,1
8860,8860,0,-2384115,-2503440,-2870461,-2525279,1
8861,8861,0,-2384115,-2582669,-2404759,-2525279,1
8862,8862,0,-3035982,-2582669,-2404759,-2605256,1
8863,8863,0,-3035982,-2588394,-3062821,-2605256,1
8864,8864,0,-2683079,-2588394,-3062821,-2611031,1
8865,8865,0,-2683079,-2662020,-2706938,-2611031,1
8866,8866,0,-2744139,-2662020,-2706938,-2685340,1
8867,8867,0,-2744139,-2685281,-2768195,-2685340,1
8868,8868,0,-2815682,-2685281,-2768195,-2708913,1
8869,8869,0,-2815682,-2689567,-2840944,-2708913,1
8870,8870,0,-2758068,-2689567,-2840944,-2713194,1
8871,8871,0,-2758068,-2663065,-2781941,-2713194,1
8872,8872,0,-3324543,-2663065,-2781941,-2686471,1
8873,8873,0,-3324543,-2706301,-3354578,-2686471,1
8874,8874,0,-2680647,-2706301,-3354578,-2730013,1
8875,8875,0,-2680647,-2820819,-2704538,-2730013,1
8876,8876,0,-2988872,-2820819,-2704538,-2845728,1
8877,8877,0,-2988872,-2807822,-3015184,-2845728,1
8878,8878,0,-2477026,-2807822,-3015184,-2832660,1
8879,8879,0,-2477026,-2821890,-2499754,-2832660,1
8880,8880,0,-2112710,-2821890,-2499754,-2846860,1
8881,8881,0,-2112710,-2785130,-2130929,-2846860,1
8882,8882,0,-2636434,-2785130,-2130929,-2809844,1
8883,8883,0,-2636434,-2758029,-2659737,-2809844,1
8884,8884,0,-2673361,-2758029,-2659737,-2782501,1
8885,8885,0,-2673361,-2718133,-2696966,-2782501,1
8886,8886,0,-2659394,-2718133,-2696966,-2742251,1
8887,8887,0,-2659394,-2717163,-2682415,-2742251,1
8888,8888,0,-3121998,-2717163,-2682415,-2741256,1
8889,8889,0,-3121998,-2708701,-3149714,-2741256,1
8890,8890,0,-2645335,-2708701,-3149714,-2732690,1
8891,8891,0,-2645335,-2739287,-2668590,-2732690,1
8892,8892,0,-2713008,-2739287,-2668590,-2763522,1
8893,8893,0,-2713008,-2728030,-2736984,-2763522,1
8894,8894,0,-3012498,-2728030,-2736984,-2752204,1
8895,8895,0,-3012498,-2666967,-3039066,-2752204,1
8896,8896,0,-2737727,-2666967,-3039066,-2690535,1
8897,8897,0,-2737727,-2700103,-2762300,-2690535,1
8898,8898,0,-2622621,-2700103,-2762300,-2723938,1
8899,8899,0,-2622621,-2675025,-2645796,-2723938,1
8900,8900,0,-2948630,-2675025,-2645796,-2698687,1
8901,8901,0,-2948630,-2689564,-2974704,-2698687,1
8902,8902,0,-2902940,-2689564,-2974704,-2713270,1
8903,8903,0,-2902940,-2773033,-2929016,-2713270,1
8904,8904,0,-2253684,-2773033,-2929016,-2797524,1
8905,8905,0,-2253684,-2799645,-2273499,-2797524,1
8906,8906,0,-2635943,-2799645,-2273499,-2824412,1
8907,8907,0,-2635943,-2757738,-2659354,-2824412,1
8908,8908,0,-2373915,-2757738,-2659354,-2782128,1
8909,8909,0,-2373915,-2755397,-2394635,-2782128,1
8910,8910,0,-2240068,-2755397,-2394635,-2779825,1
8911,8911,0,-2240068,-2680698,-2259537,-2779825,1
8912,8912,0,-2965563,-2680698,-2259537,-2704428,1
8913,8913,0,-2965563,-2640231,-2991570,-2704428,1
8914,8914,0,-2567994,-2640231,-2991570,-2663582,1
8915,8915,0,-2567994,-2665449,-2591208,-2663582,1
8916,8916,0,-2936999,-2665449,-2591208,-2689003,1
8917,8917,0,-2936999,-2621064,-2962791,-2689003,1
8918,8918,0,-3331522,-2621064,-2962791,-2644283,1
8919,8919,0,-3331522,-2640962,-3361530,-2644283,1
8920,8920,0,-2488775,-2640962,-3361530,-2664303,1
8921,8921,0,-2488775,-2711748,-2511346,-2664303,1
8922,8922,0,-1752643,-2711748,-2511346,-2735772,1
8923,8923,0,-1752643,-2665830,-1767577,-2735772,1
8924,8924,0,-2423883,-2665830,-1767577,-2689504,1
8925,8925,0,-2423883,-2550969,-2444639,-2689504,1
8926,8926,0,-3177993,-2550969,-2444639,-2573530,1
8927,8927,0,-3177993,-2567964,-3206180,-2573530,1
8928,8928,0,-2554937,-2567964,-3206180,-2590619,1
8929,8929,0,-2554937,-2622089,-2577830,-2590619,1
8930,8930,0,-2824390,-2622089,-2577830,-2645221,1
8931,8931,0,-2824390,-2640165,-2849482,-2645221,1
8932,8932,0,-2675773,-2640165,-2849482,-2663514,1
8933,8933,0,-2675773,-2698512,-2699526,-2663514,1
8934,8934,0,-2343008,-2698512,-2699526,-2722422,1
8935,8935,0,-2343008,-2669575,-2363382,-2722422,1
8936,8936,0,-2592302,-2669575,-2363382,-2693260,1
8937,8937,0,-2592302,-2647110,-2615192,-2693260,1
8938,8938,0,-2757790,-2647110,-2615192,-2670511,1
8939,8939,0,-2757790,-2612690,-2782159,-2670511,1
8940,8940,0,-2536695,-2612690,-2782159,-2635802,1
8941,8941,0,-2536695,-2555401,-2558795,-2635802,1
8942,8942,0,-2684605,-2555401,-2558795,-2577950,1
8943,8943,0,-2684605,-2560186,-2708618,-2577950,1
8944,8944,0,-2650500,-2560186,-2708618,-2582688,1
8945,8945,0,-2650500,-2653246,-2673733,-2582688,1
8946,8946,0,-3227788,-2653246,-2673733,-2676654,1
8947,8947,0,-3227788,-2675874,-3256511,-2676654,1
8948,8948,0,-2709566,-2675874,-3256511,-2699530,1
8949,8949,0,-2709566,-2680847,-2733786,-2699530,1
8950,8950,0,-2912683,-2680847,-2733786,-2704556,1
8951,8951,0,-2912683,-2696287,-2937964,-2704556,1
8952,8952,0,-2387219,-2696287,-2937964,-2720128,1
8953,8953,0,-2387219,-2705103,-2408499,-2720128,1
8954,8954,0,-3302465,-2705103,-2408499,-2728964,1
8955,8955,0,-3302465,-2676290,-3331402,-2728964,1
8956,8956,0,-3178695,-2676290,-3331402,-2699904,1
8957,8957,0,-3178695,-2772095,-3207684,-2699904,1
8958,8958,0,-2092357,-2772095,-3207684,-2796564,1
8959,8959,0,-2092357,-2830649,-2110386,-2796564,1
8960,8960,0,-2647728,-2830649,-2110386,-2855726,1
8961,8961,0,-2647728,-2764203,-2670840,-2855726,1
8962,8962,0,-2103785,-2764203,-2670840,-2788647,1
8963,8963,0,-2103785,-2775290,-2121836,-2788647,1
8964,8964,0,-3138057,-2775290,-2121836,-2799835,1
8965,8965,0,-3138057,-2717293,-3166224,-2799835,1
8966,8966,0,-2568063,-2717293,-3166224,-2741243,1
8967,8967,0,-2568063,-2765977,-2591056,-2741243,1
8968,8968,0,-2633066,-2765977,-2591056,-2790420,1
8969,8969,0,-2633066,-2700101,-2656193,-2790420,1
8970,8970,0,-2802554,-2700101,-2656193,-2723972,1
8971,8971,0,-2802554,-2692462,-2827263,-2723972,1
8972,8972,0,-2431783,-2692462,-2827263,-2716224,1
8973,8973,0,-2431783,-2681466,-2453418,-2716224,1
8974,8974,0,-1826445,-2681466,-2453418,-2705170,1
8975,8975,0,-1826445,-2685916,-1841935,-2705170,1
8976,8976,0,-2491200,-2685916,-1841935,-2709656,1
8977,8977,0,-2491200,-2538530,-2512868,-2709656,1
8978,8978,0,-1674597,-2538530,-2512868,-2560927,1
8979,8979,0,-1674597,-2469881,-1688890,-2560927,1
8980,8980,0,-2582296,-2469881,-1688890,-2491547,1
8981,8981,0,-2582296,-2428166,-2604356,-2491547,1
8982,8982,0,-3158209,-2428166,-2604356,-2449459,1
8983,8983,0,-3158209,-2421633,-3187131,-2449459,1
8984,8984,0,-2132951,-2421633,-3187131,-2442821,1
8985,8985,0,-2132951,-2526921,-2151568,-2442821,1
8986,8986,0,-2286235,-2526921,-2151568,-2549194,1
8987,8987,0,-2286235,-2426557,-2306327,-2549194,1
8988,8988,0,-2729068,-2426557,-2306327,-2447877,1
8989,8989,0,-2729068,-2398416,-2753553,-2447877,1
8990,8990,0,-2528831,-2398416,-2753553,-2419446,1
8991,8991,0,-2528831,-2408002,-2551099,-2419446,1
8992,8992,0,-2824034,-2408002,-2551099,-2429168,1
8993,8993,0,-2824034,-2380670,-2848532,-2429168,1
8994,8994,0,-3008863,-2380670,-2848532,-2401592,1
8995,8995,0,-3008863,-2419837,-3035690,-2401592,1
8996,8996,0,-2903456,-2419837,-3035690,-2441045,1
8997,8997,0,-2903456,-2537906,-2929660,-2441045,1
8998,8998,0,-2906733,-2537906,-2929660,-2560246,1
8999,8999,0,-2906733,-2579071,-2932369,-2560246,1
9000,9000,0,-2547787,-2579071,-2932369,-2601864,1
9001,9001,0,-2547787,-2702104,-2569641,-2601864,1
9002,9002,0,-2622158,-2702104,-2569641,-2726030,1
9003,9003,0,-2622158,-2698658,-2645142,-2726030,1
9004,9004,0,-2564193,-2698658,-2645142,-2722564,1
9005,9005,0,-2564193,-2645132,-2586894,-2722564,1
9006,9006,0,-2752076,-2645132,-2586894,-2668444,1
9007,9007,0,-2752076,-2688193,-2776607,-2668444,1
9008,9008,0,-2019075,-2688193,-2776607,-2711913,1
9009,9009,0,-2019075,-2734709,-2036841,-2711913,1
9010,9010,0,-2617516,-2734709,-2036841,-2758872,1
9011,9011,0,-2617516,-2663813,-2640274,-2758872,1
9012,9012,0,-2296869,-2663813,-2640274,-2687306,1
9013,9013,0,-2296869,-2672669,-2316928,-2687306,1
9014,9014,0,-2383510,-2672669,-2316928,-2696210,1
9015,9015,0,-2383510,-2620030,-2404596,-2696210,1
9016,9016,0,-2302106,-2620030,-2404596,-2643128,1
9017,9017,0,-2302106,-2557586,-2322344,-2643128,1
9018,9018,0,-2717302,-2557586,-2322344,-2580111,1
9019,9019,0,-2717302,-2497539,-2741073,-2580111,1
9020,9020,0,-2467310,-2497539,-2741073,-2519468,1
9021,9021,0,-2467310,-2478624,-2489447,-2519468,1
9022,9022,0,-2065044,-2478624,-2489447,-2500366,1
9023,9023,0,-2065044,-2470588,-2083106,-2500366,1
9024,9024,0,-2780771,-2470588,-2083106,-2492359,1
9025,9025,0,-2780771,-2414958,-2805516,-2492359,1
9026,9026,0,-2195973,-2414958,-2805516,-2436238,1
9027,9027,0,-2195973,-2436584,-2215117,-2436238,1
9028,9028,0,-2977631,-2436584,-2215117,-2458068,1
9029,9029,0,-2977631,-2381055,-3003963,-2458068,1
9030,9030,0,-3325601,-2381055,-3003963,-2402001,1
9031,9031,0,-3325601,-2476770,-3355307,-2402001,1
9032,9032,0,-3628231,-2476770,-3355307,-2498572,1
9033,9033,0,-3628231,-2547475,-3660942,-2498572,1
9034,9034,0,-2634360,-2547475,-3660942,-2569970,1
9035,9035,0,-2634360,-2680416,-2658513,-2569970,1
9036,9036,0,-1917194,-2680416,-2658513,-2704175,1
9037,9037,0,-1917194,-2705465,-1933071,-2704175,1
9038,9038,0,-3006280,-2705465,-1933071,-2729529,1
9039,9039,0,-3006280,-2667030,-3032923,-2729529,1
9040,9040,0,-2591379,-2667030,-3032923,-2690659,1
9041,9041,0,-2591379,-2695885,-2614088,-2690659,1
9042,9042,0,-2662368,-2695885,-2614088,-2719801,1
9043,9043,0,-2662368,-2708274,-2685352,-2719801,1
9044,9044,0,-2771305,-2708274,-2685352,-2732247,1
9045,9045,0,-2771305,-2767919,-2795566,-2732247,1
9046,9046,0,-2963853,-2767919,-2795566,-2792383,1
9047,9047,0,-2963853,-2766974,-2990798,-2792383,1
9048,9048,0,-2170803,-2766974,-2990798,-2791390,1
9049,9049,0,-2170803,-2843649,-2189947,-2791390,1
9050,9050,0,-2168467,-2843649,-2189947,-2868844,1
9051,9051,0,-2168467,-2763084,-2186861,-2868844,1
9052,9052,0,-2958086,-2763084,-2186861,-2787562,1
9053,9053,0,-2958086,-2647541,-2984685,-2787562,1
9054,9054,0,-2960151,-2647541,-2984685,-2670888,1
9055,9055,0,-2960151,-2580624,-2986261,-2670888,1
9056,9056,0,-2552263,-2580624,-2986261,-2603362,1
9057,9057,0,-2552263,-2613156,-2575300,-2603362,1
9058,9058,0,-1752288,-2613156,-2575300,-2636089,1
9059,9059,0,-1752288,-2676569,-1766983,-2636089,1
9060,9060,0,-3660016,-2676569,-1766983,-2700217,1
9061,9061,0,-3660016,-2551354,-3692814,-2700217,1
9062,9062,0,-3006801,-2551354,-3692814,-2573809,1
9063,9063,0,-3006801,-2658061,-3034119,-2573809,1
9064,9064,0,-2749276,-2658061,-3034119,-2681523,1
9065,9065,0,-2749276,-2692454,-2773266,-2681523,1
9066,9066,0,-3118358,-2692454,-2773266,-2716349,1
9067,9067,0,-3118358,-2690254,-3146237,-2716349,1
9068,9068,0,-2732776,-2690254,-3146237,-2714122,1
9069,9069,0,-2732776,-2705682,-2756574,-2714122,1
9070,9070,0,-2161616,-2705682,-2756574,-2729643,1
9071,9071,0,-2161616,-2761797,-2180789,-2729643,1
9072,9072,0,-2314197,-2761797,-2180789,-2786223,1
9073,9073,0,-2314197,-2761113,-2333892,-2786223,1
9074,9074,0,-3074230,-2761113,-2333892,-2785617,1
9075,9075,0,-3074230,-2696818,-3102173,-2785617,1
9076,9076,0,-2666023,-2696818,-3102173,-2720633,1
9077,9077,0,-2666023,-2708210,-2690195,-2720633,1
9078,9078,0,-3242435,-2708210,-2690195,-2732207,1
9079,9079,0,-3242435,-2719569,-3271314,-2732207,1
9080,9080,0,-3293040,-2719569,-3271314,-2743680,1
9081,9081,0,-3293040,-2868365,-3322715,-2743680,1
9082,9082,0,-2697243,-2868365,-3322715,-2893892,1
9083,9083,0,-2697243,-2831722,-2721613,-2893892,1
9084,9084,0,-2805925,-2831722,-2721613,-2856937,1
9085,9085,0,-2805925,-2800811,-2830225,-2856937,1
9086,9086,0,-2556334,-2800811,-2830225,-2825732,1
9087,9087,0,-2556334,-2806468,-2579602,-2825732,1
9088,9088,0,-2047792,-2806468,-2579602,-2831420,1
9089,9089,0,-2047792,-2750348,-2065445,-2831420,1
9090,9090,0,-2431416,-2750348,-2065445,-2774839,1
9091,9091,0,-2431416,-2681950,-2452888,-2774839,1
9092,9092,0,-2796095,-2681950,-2452888,-2705827,1
9093,9093,0,-2796095,-2708890,-2821299,-2705827,1
9094,9094,0,-2727713,-2708890,-2821299,-2732997,1
9095,9095,0,-2727713,-2757009,-2751796,-2732997,1
9096,9096,0,-2618881,-2757009,-2751796,-2781667,1
9097,9097,0,-2618881,-2722408,-2642628,-2781667,1
9098,9098,0,-1813138,-2722408,-2642628,-2746680,1
9099,9099,0,-1813138,-2717701,-1828842,-2746680,1
9100,9100,0,-3109194,-2717701,-1828842,-2741931,1
9101,9101,0,-3109194,-2574981,-3136409,-2741931,1
9102,9102,0,-2819742,-2574981,-3136409,-2597895,1
9103,9103,0,-2819742,-2556623,-2845067,-2597895,1
9104,9104,0,-2395774,-2556623,-2845067,-2579291,1
9105,9105,0,-2395774,-2568855,-2416325,-2579291,1
9106,9106,0,-3147262,-2568855,-2416325,-2591619,1
9107,9107,0,-3147262,-2527900,-3175162,-2591619,1
9108,9108,0,-2805792,-2527900,-3175162,-2550289,1
9109,9109,0,-2805792,-2586906,-2830890,-2550289,1
9110,9110,0,-3121457,-2586906,-2830890,-2609758,1
9111,9111,0,-3121457,-2662595,-3149269,-2609758,1
9112,9112,0,-3453160,-2662595,-3149269,-2686190,1
9113,9113,0,-3453160,-2731498,-3484429,-2686190,1
9114,9114,0,-2844276,-2731498,-3484429,-2755727,1
9115,9115,0,-2844276,-2797108,-2869514,-2755727,1
9116,9116,0,-2803182,-2797108,-2869514,-2821942,1
9117,9117,0,-2803182,-2808748,-2828246,-2821942,1
9118,9118,0,-2413805,-2808748,-2828246,-2833697,1
9119,9119,0,-2413805,-2827151,-2435485,-2833697,1
9120,9120,0,-2186098,-2827151,-2435485,-2852232,1
9121,9121,0,-2186098,-2887130,-2204588,-2852232,1
9122,9122,0,-2969723,-2887130,-2204588,-2912807,1
9123,9123,0,-2969723,-2794955,-2996160,-2912807,1
9124,9124,0,-2673370,-2794955,-2996160,-2819761,1
9125,9125,0,-2673370,-2809931,-2697001,-2819761,1
9126,9126,0,-3044307,-2809931,-2697001,-2834849,1
9127,9127,0,-3044307,-2837650,-3071132,-2834849,1
9128,9128,0,-3072646,-2837650,-3071132,-2862875,1
9129,9129,0,-3072646,-2827370,-3100246,-2862875,1
9130,9130,0,-2722062,-2827370,-3100246,-2852487,1
9131,9131,0,-2722062,-2854016,-2745973,-2852487,1
9132,9132,0,-2974147,-2854016,-2745973,-2879383,1
9133,9133,0,-2974147,-2814135,-3000694,-2879383,1
9134,9134,0,-2871571,-2814135,-3000694,-2839113,1
9135,9135,0,-2871571,-2766304,-2896767,-2839113,1
9136,9136,0,-2288462,-2766304,-2896767,-2790810,1
9137,9137,0,-2288462,-2769029,-2308492,-2790810,1
9138,9138,0,-2049571,-2769029,-2308492,-2793532,1
9139,9139,0,-2049571,-2717633,-2067754,-2793532,1
9140,9140,0,-2240846,-2717633,-2067754,-2741632,1
9141,9141,0,-2240846,-2681263,-2260194,-2741632,1
9142,9142,0,-2786036,-2681263,-2260194,-2704913,1
9143,9143,0,-2786036,-2686730,-2810897,-2704913,1
9144,9144,0,-2722224,-2686730,-2810897,-2710466,1
9145,9145,0,-2722224,-2668388,-2746693,-2710466,1
9146,9146,0,-2305917,-2668388,-2746693,-2691966,1
9147,9147,0,-2305917,-2673266,-2326349,-2691966,1
9148,9148,0,-3198907,-2673266,-2326349,-2696928,1
9149,9149,0,-3198907,-2599535,-3227194,-2696928,1
9150,9150,0,-2737534,-2599535,-3227194,-2622559,1
9151,9151,0,-2737534,-2612143,-2762267,-2622559,1
9152,9152,0,-2145140,-2612143,-2762267,-2635235,1
9153,9153,0,-2145140,-2613688,-2163920,-2635235,1
9154,9154,0,-3172582,-2613688,-2163920,-2636862,1
9155,9155,0,-3172582,-2530908,-3201031,-2636862,1
9156,9156,0,-3221576,-2530908,-3201031,-2553308,1
9157,9157,0,-3221576,-2560965,-3251000,-2553308,1
9158,9158,0,-2566586,-2560965,-3251000,-2583689,1
9159,9159,0,-2566586,-2654140,-2589434,-2583689,1
9160,9160,0,-2317277,-2654140,-2589434,-2677802,1
9161,9161,0,-2317277,-2705766,-2337583,-2677802,1
9162,9162,0,-1835124,-2705766,-2337583,-2729894,1
9163,9163,0,-1835124,-2713398,-1850828,-2729894,1
9164,9164,0,-2372916,-2713398,-1850828,-2737621,1
9165,9165,0,-2372916,-2618446,-2393979,-2737621,1
9166,9166,0,-2920767,-2618446,-2393979,-2641755,1
9167,9167,0,-2920767,-2583566,-2947092,-2641755,1
9168,9168,0,-2651953,-2583566,-2947092,-2606535,1
9169,9169,0,-2651953,-2644961,-2675189,-2606535,1
9170,9170,0,-3421278,-2644961,-2675189,-2668519,1
9171,9171,0,-3421278,-2590346,-3451578,-2668519,1
9172,9172,0,-2749450,-2590346,-3451578,-2613399,1
9173,9173,0,-2749450,-2658620,-2773970,-2613399,1
9174,9174,0,-2570249,-2658620,-2773970,-2682229,1
9175,9175,0,-2570249,-2718963,-2592989,-2682229,1
9176,9176,0,-2490302,-2718963,-2592989,-2743145,1
9177,9177,0,-2490302,-2658818,-2512940,-2743145,1
9178,9178,0,-2389784,-2658818,-2512940,-2682430,1
9179,9179,0,-2389784,-2585797,-2410940,-2682430,1
9180,9180,0,-2753205,-2585797,-2410940,-2608732,1
9181,9181,0,-2753205,-2568143,-2777770,-2608732,1
9182,9182,0,-2641621,-2568143,-2777770,-2590908,1
9183,9183,0,-2641621,-2611672,-2665038,-2590908,1
9184,9184,0,-3213901,-2611672,-2665038,-2634863,1
9185,9185,0,-3213901,-2692204,-3242921,-2634863,1
9186,9186,0,-2463639,-2692204,-3242921,-2716164,1
9187,9187,0,-2463639,-2776179,-2485680,-2716164,1
9188,9188,0,-2727006,-2776179,-2485680,-2800934,1
9189,9189,0,-2727006,-2730533,-2750895,-2800934,1
9190,9190,0,-3096786,-2730533,-2750895,-2754861,1
9191,9191,0,-3096786,-2738027,-3124462,-2754861,1
9192,9192,0,-2249587,-2738027,-3124462,-2762420,1
9193,9193,0,-2249587,-2705626,-2269421,-2762420,1
9194,9194,0,-2569509,-2705626,-2269421,-2729756,1
9195,9195,0,-2569509,-2655713,-2592292,-2729756,1
9196,9196,0,-2857779,-2655713,-2592292,-2679375,1
9197,9197,0,-2857779,-2655639,-2883305,-2679375,1
9198,9198,0,-2211516,-2655639,-2883305,-2679306,1
9199,9199,0,-2211516,-2692333,-2230942,-2679306,1
9200,9200,0,-1837767,-2692333,-2230942,-2716288,1
9201,9201,0,-1837767,-2674532,-1853345,-2716288,1
9202,9202,0,-2529754,-2674532,-1853345,-2698315,1
9203,9203,0,-2529754,-2583122,-2551317,-2698315,1
9204,9204,0,-2537297,-2583122,-2551317,-2606008,1
9205,9205,0,-2537297,-2571952,-2559596,-2606008,1
9206,9206,0,-2374074,-2571952,-2559596,-2594652,1
9207,9207,0,-2374074,-2504391,-2395217,-2594652,1
9208,9208,0,-2828439,-2504391,-2395217,-2526420,1
9209,9209,0,-2828439,-2495447,-2853943,-2526420,1
9210,9210,0,-2511072,-2495447,-2853943,-2517387,1
9211,9211,0,-2511072,-2505576,-2533417,-2517387,1
9212,9212,0,-2232584,-2505576,-2533417,-2527676,1
9213,9213,0,-2232584,-2447090,-2252102,-2527676,1
9214,9214,0,-2594100,-2447090,-2252102,-2468658,1
9215,9215,0,-2594100,-2445392,-2616711,-2468658,1
9216,9216,0,-2783677,-2445392,-2616711,-2466929,1
9217,9217,0,-2783677,-2447848,-2808247,-2466929,1
9218,9218,0,-2654243,-2447848,-2808247,-2469367,1
9219,9219,0,-2654243,-2440448,-2677779,-2469367,1
9220,9220,0,-2863016,-2440448,-2677779,-2461873,1
9221,9221,0,-2863016,-2484656,-2888992,-2461873,1
9222,9222,0,-2489323,-2484656,-2888992,-2506491,1
9223,9223,0,-2489323,-2587031,-2511058,-2506491,1
9224,9224,0,-3236424,-2587031,-2511058,-2609904,1
9225,9225,0,-3236424,-2582994,-3265335,-2609904,1
9226,9226,0,-2753175,-2582994,-3265335,-2605884,1
9227,9227,0,-2753175,-2652804,-2777931,-2605884,1
9228,9228,0,-2665317,-2652804,-2777931,-2676354,1
9229,9229,0,-2665317,-2690659,-2688827,-2676354,1
9230,9230,0,-2879707,-2690659,-2688827,-2714570,1
9231,9231,0,-2879707,-2674370,-2905225,-2714570,1
9232,9232,0,-2871662,-2674370,-2905225,-2698082,1
9233,9233,0,-2871662,-2711180,-2896984,-2698082,1
9234,9234,0,-3274454,-2711180,-2896984,-2735209,1
9235,9235,0,-3274454,-2774994,-3303841,-2735209,1
9236,9236,0,-2678457,-2774994,-3303841,-2799602,1
9237,9237,0,-2678457,-2842930,-2702520,-2799602,1
9238,9238,0,-2954402,-2842930,-2702520,-2868215,1
9239,9239,0,-2954402,-2832423,-2981036,-2868215,1
9240,9240,0,-2612572,-2832423,-2981036,-2857658,1
9241,9241,0,-2612572,-2862395,-2635607,-2857658,1
9242,9242,0,-3078228,-2862395,-2635607,-2887939,1
9243,9243,0,-3078228,-2837387,-3105331,-2887939,1
9244,9244,0,-2889631,-2837387,-3105331,-2862637,1
9245,9245,0,-2889631,-2896192,-2915444,-2862637,1
9246,9246,0,-2891577,-2896192,-2915444,-2921978,1
9247,9247,0,-2891577,-2861563,-2916866,-2921978,1
9248,9248,0,-2614143,-2861563,-2916866,-2887040,1
9249,9249,0,-2614143,-2875383,-2637502,-2887040,1
9250,9250,0,-2478296,-2875383,-2637502,-2900913,1
9251,9251,0,-2478296,-2870273,-2500566,-2900913,1
9252,9252,0,-2721416,-2870273,-2500566,-2895788,1
9253,9253,0,-2721416,-2830191,-2745920,-2895788,1
9254,9254,0,-2052463,-2830191,-2745920,-2855381,1
9255,9255,0,-2052463,-2815188,-2070340,-2855381,1
9256,9256,0,-2487318,-2815188,-2070340,-2840297,1
9257,9257,0,-2487318,-2693168,-2509145,-2840297,1
9258,9258,0,-2185718,-2693168,-2509145,-2717128,1
9259,9259,0,-2185718,-2674082,-2204964,-2717128,1
9260,9260,0,-2371326,-2674082,-2204964,-2697819,1
9261,9261,0,-2371326,-2597326,-2391496,-2697819,1
9262,9262,0,-3291735,-2597326,-2391496,-2620325,1
9263,9263,0,-3291735,-2573237,-3321061,-2620325,1
9264,9264,0,-2527113,-2573237,-3321061,-2595950,1
9265,9265,0,-2527113,-2594557,-2549738,-2595950,1
9266,9266,0,-3106605,-2594557,-2549738,-2617491,1
9267,9267,0,-3106605,-2558358,-3133954,-2617491,1
9268,9268,0,-3247554,-2558358,-3133954,-2580974,1
9269,9269,0,-3247554,-2579829,-3277285,-2580974,1
9270,9270,0,-2429545,-2579829,-3277285,-2602651,1
9271,9271,0,-2429545,-2643078,-2450876,-2602651,1
9272,9272,0,-2534706,-2643078,-2450876,-2666536,1
9273,9273,0,-2534706,-2638210,-2557153,-2666536,1
9274,9274,0,-2581528,-2638210,-2557153,-2661574,1
9275,9275,0,-2581528,-2619566,-2604392,-2661574,1
9276,9276,0,-2583432,-2619566,-2604392,-2642725,1
9277,9277,0,-2583432,-2672395,-2606708,-2642725,1
9278,9278,0,-2873964,-2672395,-2606708,-2696052,1
9279,9279,0,-2873964,-2681992,-2899161,-2696052,1
9280,9280,0,-2861675,-2681992,-2899161,-2705794,1
9281,9281,0,-2861675,-2750716,-2887122,-2705794,1
9282,9282,0,-2443542,-2750716,-2887122,-2775112,1
9283,9283,0,-2443542,-2799679,-2465442,-2775112,1
9284,9284,0,-2215335,-2799679,-2465442,-2824602,1
9285,9285,0,-2215335,-2714984,-2234761,-2824602,1
9286,9286,0,-2458627,-2714984,-2234761,-2739165,1
9287,9287,0,-2458627,-2683852,-2480076,-2739165,1
9288,9288,0,-2912547,-2683852,-2480076,-2707714,1
9289,9289,0,-2912547,-2619149,-2938778,-2707714,1
9290,9290,0,-2461872,-2619149,-2938778,-2642422,1
9291,9291,0,-2461872,-2585697,-2483667,-2642422,1
9292,9292,0,-2598956,-2585697,-2483667,-2608621,1
9293,9293,0,-2598956,-2588925,-2622174,-2608621,1
9294,9294,0,-2485351,-2588925,-2622174,-2611895,1
9295,9295,0,-2485351,-2595341,-2507172,-2611895,1
9296,9296,0,-1976317,-2595341,-2507172,-2618387,1
9297,9297,0,-1976317,-2585737,-1993627,-2618387,1
9298,9298,0,-2381333,-2585737,-1993627,-2608680,1
